Title,Abstract,Author Keywords,Year,Cited by,DOI,Authors,Source title,EID
Digital Financial Literacy and Its Impact on Financial Decision-Making of Women: Evidence from India,"Despite the increasing accessibility of digital financial instruments globally, a number of women encounter obstacles in properly using these platforms due to insufficient digital financial literacy, which profoundly affects their financial decision-making and economic empowerment. This study aims to promote digital financial literacy and Fintech adoption for women in India by examining the effects of digital financial literacy on financial decision-making while considering the mediating effect of government support and digital financial literacy. Furthermore, in this study, we analyzed the relationship between independent variables such as financial attitude (FAtt), subjective norms (SNs), perceived behavior control (PBC), digital financial literacy (DFL), and financial accessibility (FA) on the dependent variable, i.e., financial decision-making (FDM). We also explored how financial decision-making impacts women’ intention towards investment (INT). By analyzing 385 Indian women respondents using Structural Equation Modeling (SEM), this study revealed that financial attitude (FAtt) leads to higher financial decision-making (FDM), exerting moderate effects. Similarly, subjective norms (SNs), perceived behavioral control (PBC), digital financial literacy (DFL), and financial accessibility (FA) significantly lead to financial decision-making. Overall, the five predictors of financial decision-making explained around 71% of the variance. Financial decision-making exerted a significant and robust effect on women’s intention towards investment. Financial resilience significantly moderated the effects of financial decision-making on women’s intention towards investment. These findings emphasize the necessity of implementing a distinct government strategy and programs to enhance the adoption of Fintech among women living in urban and rural regions across India. This study is aligned with UN Sustainable Development Goals, especially Sustainable Development Goal (SDG) 1: No Poverty, SDG 5: Gender Equality, and SDG 8: Decent Work and Economic Growth.",digital financial literacy; financial decision-making; financial inclusion; financial resilience; Saudi Vision 2030; Sustainable Development Goals (SDGs); women’s empowerment,2024,68,10.3390/jrfm17100468,Mishra D.,Journal of Risk and Financial Management,2-s2.0-85207481032
Financial inclusion through FinTech and women's financial empowerment,"Purpose: Women's financial empowerment (WFE) is one of the sustainable development goals. This research examines the effect of financial inclusion through FinTech (FIF) on WFE at the international level. The purpose of this paper is to address this issue. Design/methodology/approach: The authors analyze the dataset of 113 countries from the Global Findex (2017) and World Bank databases using principal component analysis (PCA) and cross-sectional data methodology. Initially, they calculate the overall index for FIF with PCA. Then, they investigate the effect of FIF on WFE in two groups of countries classified by low and high levels of gender discrimination. Findings: The results show that the relationship between FIF and WFE is positive and significant in countries classified by low levels of gender discrimination. However, this effect is insignificant in countries with high gender discrimination. Hence, gender inequality is a barrier and denies financial independence to women. Research limitations/implications: Given these results, it seems unlikely that FinTech will be able to eliminate the gender gap in financial inclusion on its own for women's empowerment. To directly address the gender gap and alter attitudes and social norms across demographics, FinTech development may need to be supplemented with focused policy initiatives. Originality/value: This study provides evidence of FIF's impact on WFE at the international level.",Financial inclusion; FinTech; Gender discrimination; Women's financial empowerment,2023,66,10.1108/IJSE-04-2022-0246,Esmaeilpour Moghadam H.,International Journal of Social Economics,2-s2.0-85148867225
The impact of network coverage on adoption of Fintech and financial inclusion in sub-Saharan Africa,"Digital finance plays a major role in improving access to, usage and quality of financial services in developing countries. The use of these platforms has been associated with a positive impact on economic growth and people’s welfare. They allow for convenient, secure, and efficient transaction and are the crucial element of e-commerce. In this paper, we analyse the effect of mobile network coverage on adoption of financial technologies and financial inclusion using a survey data of 12,735 individuals from nine sub-Saharan African countries conducted in 2017. By combining survey data with information on the proximity of mobile network towers, we estimate a two-stage model. In the first stage, consumers decide to adopt a technology device, and in the second stage, they decide whether to use digital financial services or not. Results show a significant and positive relationship between network coverage and adoption of digital financial services. Considering that the whole population lives within 2 km radius from the LTE tower, financial inclusion would increase by 6% in Mozambique and 3% in Ghana, Rwanda and Senegal. In Tanzania, where mobile money is the common financial service, investment in GSM and UMTS would have a larger impact on financial inclusion than LTE. These results show that digital financial technologies such as mobile money, mobile banking and e-wallet, that do not necessarily require consumers to be connected to the Internet have a greater impact on financial inclusion in East African countries, where financial service innovations are mobile led. However, in countries where digital financial innovations are bank led, LTE coverage have a greater impact than GSM and UMTS coverage. The findings of this study can help policy-makers to understand the issues related to the expansion of digital financial services and effective strategies to deliver these services to the poor.",Digital finance; Digital technologies; Financial inclusion,2024,64,10.1186/s40008-023-00326-7,Mothobi O.,Journal of Economic Structures,2-s2.0-85182700550
"Three and a half decades of artificial intelligence in banking, financial services, and insurance: A systematic evolutionary review","The banking, financial services, and insurance (BFSI) sector is one of the earliest and most prominent adopters of artificial intelligence (AI). However, academic research substantially lags behind the adoption of AI in practice. At the beginning of this century, AI research has been centered on the sector's credit risk. In the 2010s decade, expert systems were increasingly replaced by data-driven, “algorithmic” AI. Big data enjoyed much hype in that decade, which diminished later mostly due to unsuccessful implementations. Much published research on big data actually relates to machine and deep learning but not to big data per se. These terms are often found to be conflated in research and practice. The insurance sector is substantially underrepresented in published AI research, and current research is dominated by banking and investments. Governance frameworks for “responsible AI” (RAI) are yet to be incorporated into practice by fintech companies as well as incumbent organizations. RAI is a particular issue for decentralized finance (DeFi). The most successful implementations of AI in BFSI practice, as well as dominant academic research areas, are in investments, securities, market making, customer relationships, lending, risk management, and compliance.",artificial intelligence; banking; financial services; fintech; insurance; systematic science mapping,2022,61,10.1002/jsc.2525,Herrmann H.,Strategic Change,2-s2.0-85140010376
Artificial intelligence-enhanced predictive insights for advancing financial inclusion: A human-centric ai-thinking approach,"According to the World Bank, a key factor to poverty reduction and improving prosperity is financial inclusion. Financial service providers (FSPs) offering financially-inclusive solutions need to understand how to approach the underserved successfully. The application of artificial intelligence (AI) on legacy data can help FSPs to anticipate how prospective customers may respond when they are approached. However, it remains challenging for FSPs who are not well-versed in computer programming to implement AI projects. This paper proffers a no-coding human-centric AI-based approach to simulate the possible dynamics between the financial profiles of prospective customers collected from 45,211 contact encounters and predict their intentions toward the financial products being offered. This approach contributes to the literature by illustrating how AI for social good can also be accessible for people who are not well-versed in computer science. A rudimentary AI-based predictive modeling approach that does not require programming skills will be illustrated in this paper. In these AI-generated multi-criteria optimizations, analysts in FSPs can simulate scenarios to better understand their prospective customers. In conjunction with the usage of AI, this paper also suggests how AI-Thinking could be utilized as a cognitive scaffold for educing (drawing out) actionable insights to advance financial inclusion.",AI for good; AI-Thinking; Artificial intelligence; Bayesian; Explainable-AI; Financial technology; Fintech; Human-centric; Human-in-the-loop; Marketing; Predictive modeling,2020,61,10.3390/bdcc4020008,How M.L.,Big Data and Cognitive Computing,2-s2.0-85089909572
FinTech market development and financial inclusion in Ghana: The role of heterogeneous actors,"Efforts to include many financially in Ghana continue to witness substantial progress as the nuptial between information communication technology and finance thrives. However, except for information communication technology infrastructure, the role of other actors in the development of the financial technology market and financial inclusion in Ghana is unexplored. Therefore, the study explores how other heterogeneous actors contribute to the development of the financial technology market and financial inclusion in Ghana through information technology infrastructure. Specifically, first, we identify how key actors emerged in the financial technology market of Ghana and how these actors ride on information technology infrastructure to develop FinTech and improve financial inclusion. Second, we estimate the relationship between financial inclusion and these actors using time series econometric modeling. The government, mobile phones, telcos, mobile money agents, mobile money customers, and traditional banks are identified as key actors in the market. Further, the time series model shows a significant positive relationship between the heterogeneous actors' financial inclusion in Ghana. Therefore, these actors become significant to the existence, furtherance, and sustainability of the FinTech market and financial inclusion in Ghana.",Financial inclusion; FinTech; Ghana; ICT; Mobile money,2023,60,10.1016/j.techfore.2022.122127,Coffie C.P.K.,Technological Forecasting and Social Change,2-s2.0-85141353644
The role of P2P platforms in enhancing financial inclusion in the United States: An analysis of peer-to-peer lending across the rural–urban divide,"In this paper, we examine the role of peer-to-peer (P2P) platforms in enhancing financial inclusion from the borrowers’ point of view across the rural–urban dimension. We show that when number of bank branches decrease in a rural community, the P2P loan requests increase if there is at least one bank branch in the community allowing people to participate in the P2P market. We also find that the number of P2P loan requests from urban areas is higher when such areas have fewer pawnshops per capita. Our results suggest that P2P enhances financial inclusion of those lacking traditional institutions in rural communities and offers an alternative to those with fewer fringe banks in urban communities.",access to credit; credit unions; financial access; financial inclusion; FinTech; fringe bank; pawn lending; peer-to-peer lending; rural; urban,2021,60,10.1111/fima.12341,Maskara P.K.,Financial Management,2-s2.0-85100880779
Machine + man: A field experiment on the role of discretion in augmenting AI-based lending models,"We assess the role of human discretion in lending outcomes using a randomized, controlled experiment. The lenders in our sample utilize a third party, machine-generated credit model as an input in their decision. We design a new feature for the credit-scoring platform – the slider feature – which invites lenders to incorporate additional discretion in their decision by adjusting the machine-based recommendation. We compare the loan outcomes for treatment lenders that randomly get the slider, relative to a control group. The treatment group's adjustments are predictive of forward looking portfolio characteristics – they show larger declines in future portfolio-level credit risk and larger increases in future sales orders, relative to the control group. The effects of our intervention are more pronounced when borrowers do not have social media accounts and in competitive markets. Our study provides insights about the role of human decisions, given the rapid evolution of machine-based lending models.",Artificial intelligence; Discretion; fintech; Machine-learning; Relationship lending,2020,59,10.1016/j.jacceco.2020.101360,Costello A.M.,Journal of Accounting and Economics,2-s2.0-85093109431
Quest for financial inclusion via digital financial services (Fintech) during COVID-19 pandemic: case study of women in Indonesia,"Based upon an extended Technology Acceptance Model (TAM), this study aims to investigate the factors influencing the behavioral intention to adopt Fintech from the perspective of Indonesian women. The research data were collected from 409 Indonesian female respondents and analyzed using the SEMinR statistical data analysis tool. Structural equation modeling (SEM) was used to assess this research’s measurement model and structural model. The result shows that perceived usefulness, perceived ease of use, user innovativeness, attitude, trust, and brand image significantly positively impact behavioral intention to adopt Fintech among Indonesian women. Meanwhile, perceived ease of use, financial literacy, and government support are found to have indirect relationships with behavioral intention. In addition, moderation analysis revealed that the saving habits of women during the COVID-19 pandemic reduced the relationship between their innovativeness and behavioral intention to adopt Fintech. Based on these results, we recommend practical suggestions to the government, policymakers, and aspiring Fintech service providers further to enhance women’s empowerment through digital financial inclusion.",Financial inclusion; Financial technology; G23; Indonesian gender gap; J16; O33; TAM; UN SDG8; Women in Fintech,2024,59,10.1057/s41264-023-00217-9,Setiawan B.,Journal of Financial Services Marketing,2-s2.0-85149900505
Regulations and Fintech: A Comparative Study of the Developed and Developing Countries,"Financial technology (Fintech) has influenced business by helping create better services for consumers and businesses. Fintech, however, brings new challenges for regulators, who struggle to keep pace with the constant evolution of technology and the resulting disruption. The progress of technology and regulations in the Fintech industry has been uneven across developed and developing countries, resulting in numerous opportunities and challenges. Considerable progress has recently been made in the adoption of Fintech and the subsequent development and implementation of regulations in the US, the UK, and India. While the United States (US) and the United Kingdom (UK) are global leaders in Fintech innovation, India has shown fast-paced growth in adopting and utilizing Fintech services. This paper examines the growth and evolution of Fintech in the US, the UK, and India and also explores how the regulatory agencies across these countries have responded to the evolution of Fintech. This paper finds that economies should work towards improving digital infrastructure, financial inclusion, and financial literacy and enhance the collaboration among regulators, Fintech firms, and other stakeholders.",evolution; financial services; financial technologies; Fintech; regulation; technology,2024,59,10.3390/jrfm17080324,Vijayagopal P.,Journal of Risk and Financial Management,2-s2.0-85202456494
Does FinTech penetration drive financial development? Evidence from panel analysis of emerging and developing economies,"Recent innovations in digital financial technologies (FinTech) have called into question the role of FinTech in financial development. This study examines FinTech's direct and conditional effects on financial development using data from emerging and developing economies. Three measures of financial development (broad money, Private credit, and bank deposits) and two conditional factors (financial performance and financial inclusion) were investigated vis-à-vis FinTech penetration. This paper demonstrates that FinTech penetration not only drives financial development but also strongly impacts the financial development of countries with weak financial sector performance and low financial inclusion. These findings have several policy implications: (1) countries with weak financial sector performance could leverage FinTech to improve financial development, and (2) appropriate policies on FinTech development can drive digital financial inclusion, financial deepening, and consequently economic growth.",Financial development; Financial inclusion; Financial performance; FinTech,2023,58,10.1016/j.bir.2023.06.001,Aduba J.J.,Borsa Istanbul Review,2-s2.0-85162865652
How successful countries are in promoting digital transactions during COVID-19,"Purpose: This paper aims to assess whether the coronavirus disease 2019 (COVID-19) pandemic has encouraged governments to take actions towards fostering digital means of payments and financial transactions to stimulate economic activities and achieve higher financial inclusion. Design/methodology/approach: Using a logit model, this paper tests the impact of the level of income and GDP per capita, government effectiveness, digital adoption, number of commercial banks and the pandemic-related closure of business and stores due to full lockdowns on governments’ policy response regarding digital means of payments. Findings: The author finds that low- and lower-middle-income countries had significantly responded to the surged need for digital means of payment during the pandemic compared to the upper-middle-income and high-income countries. The author also finds that government effectiveness and the number of commercial banks were predictors of government policy response, while the full lockdown of countries and the overall digital adoption were not. Research limitations/implications: Data of the post-COVID-19 pandemic are limited, and the sample size is small. Originality/value: This is the first paper to empirically model governments' response during the pandemic to promote digital means of payments. This paper gives insight into post-crisis potential changes in digital payment adoption in the upcoming years.",COVID-19; Digital payment; Fintech; Low- and lower-middle income countries; Policy response,2022,58,10.1108/JES-10-2020-0489,Mansour H.,Journal of Economic Studies,2-s2.0-85102940807
The evolution of the Fintech entrepreneurial ecosystem in Africa: An exploratory study and model for future development,"Despite Africa's leadership in mobile money innovation and an increasing level of Fintech entrepreneurial activity, Africa's Fintech ecosystem trajectory is under-represented in the literature. This study is set out to redress this anomaly while addressing the tensions on the role of history, and adaptability in entrepreneurial ecosystem research. We draw upon the Fintech and the entrepreneurial ecosystem literature, analyze the views of practitioners, and apply temporal bracketing to reconstruct the historical context and three phases of the African Fintech ecosystem evolution over a decade: mobile money, digital finance, and innovative Fintech. Based on the results, we develop a model that explains the metamorphosis of entrepreneurial ecosystems. The study contributes an African narrative to the descriptive and explanatory knowledge of Fintech. By showing how Africa's Fintech entrepreneurial ecosystem has evolved, the study also contributes to the entrepreneurial ecosystems research that has thus far focused more on place, actors, and governance than evolution. Our model adds a dynamic perspective to the theorization of Fintech ecosystems and extends the existing literature by taking a historical and longitudinal foresight. Practitioners can apply the lessons to enhance polices that support future Fintech entrepreneurship.",Africa; Digital entrepreneurship; Digital finance; Entrepreneurial ecosystem; Financial inclusion; Fintech; Mobile money; Start-up,2023,57,10.1016/j.techfore.2022.122123,Molla A.,Technological Forecasting and Social Change,2-s2.0-85140788170
The non-linear impact of digitization on remittances inflow: Evidence from the BRICS,"Due to the impact of COVID-19, it is important now more than ever to analyze the relationship between the improvement in digitization and the flow of remittances in order to fill the void that has come as a result of stay at home and quarantine orders. Using a comprehensive measure of digitization that encompasses the commonly used proxies of financial technology (Fintech) and employing a System Generalized Method of Moments (GMM) panel estimation methodology on annual data over the period 2004–2018, this paper examines the impact of digitization, as a proxy of Fintech, on the inflow of remittances for a sample of 34 developed and developing countries. Our analysis provides an interesting case study on Brazil, Russia, India, China and South Africa (BRICS), known as five emerging markets with a great number of workers out of abroad but below the average level of digital transfers. Using the Digital Ecosystem Development Index developed by Katz and Callorda (2018), the results of the paper uncover a statistically significant nonlinear relationship between the improvement in digitization measures and the inflow of remittances with an exact threshold level. More specifically, our results indicate that improvement in digitization may initially increase the remittances inflow leading to an increase in the stock of remittances received. Nevertheless, once the digitization index reaches its threshold level further improvement in digitization tends decrease as penetration increases, giving rise to a decline in the rate of remittances inflow. This result implies that the marginal effect of the digital penetration is larger when at its lower level, before the threshold level. For countries such as the BRICS, with a level of digitization below the average of our sample, policy makers should apply more aggressive and comprehensive policies to recoup the maximum gains of a digital ecosystem. Hence, our policy implications are directed towards increasing the investments in developing human capacity including carrying different skill development training programs to prepare individuals for the information age, expanding the internet coverage and speed especially in educational establishments, encouraging the use and access of electronic banking by consumers, producers, and governments, and taking cyber security and fraud protection more seriously to encourage the flow of remittances, especially in light of its renewed utility due to the recent pandemic.",BRICS; Digitization; Financial inclusion; FinTech; Remittances,2021,57,10.1016/j.telpol.2021.102112,Emara N.,Telecommunications Policy,2-s2.0-85101219930
"Blockchain, herding and trust in peer-to-peer lending","Purpose: The gradual implementation of blockchain technology in peer-to-peer (P2P) lending platforms facilitates safer, transparent and quick access to funds without having to deal with the more complex and costly processes of banks. Beyond that, the purpose of this paper is to examine trust-enhancing heuristics that show a need for blockchain to assist in monitoring and bad loan recovery. Design/methodology/approach: This study examines 909 lending decisions by 303 finance students on a mock P2P site. Each participant was asked to make three lending decisions. The loan applications were identical with the exception of a female or male photo (vs an icon) and reports of having raised half the loan in either 2 or 11 days (vs 7). Findings: Investors who have experienced financial trauma are more likely to herd and lend higher amounts to loan applicants that are highly trusted by other lenders. This effect is more pronounced for male investors lending to highly trusted female loan applicants. Practical implications: Blockchain can compensate for behavioral biases and improve monitoring by helping track digital money transactions and assisting in bad loan recovery efforts. Originality/value: This study is the first behavioral experiment to examine herding in P2P lending. The findings complement and corroborate those by Gonzalez and Komarova (2014, 2015) and emphasize the need for blockchain to assist beyond trusted records and safe transfers of funds.",Blockchain; Experimental behavioural finance; Financial inclusion; Financial trauma; Fintech; Peer-to-peer lending,2020,56,10.1108/MF-09-2018-0423,Gonzalez L.,Managerial Finance,2-s2.0-85065777048
Dark side whitewashes the benefits of FinTech innovations: a bibliometric overview,"Purpose: The current study focuses on many risk categories that have emerged in the digital ecosystem of the financial technology industry, which has dramatically changed traditional financial systems as a result of innovations in financial technology. Design/methodology/approach: The Web of Science Core Collection database was used to find a data set of 719 pertinent papers on the subject encompassing the year 2015–2023. The sample procedure was carried out utilising the PRISMA approach. The keywords were first gathered relating to technological risks in banking sectors and after confirming the keywords, the authors performed the search by the “topic” which covers “title” in the search bar. On February 15, 2023, the Web of Science database was searched using the terms “Cyber security risk OR data theft OR financial crimes OR financial stability risk OR operational risk OR default risk OR money laundering OR financial terrorism AND FinTech AND banking sector”. Two-step approach is applied in this study. First, descriptive analysis is applied using RStudio to highlight prominent authors, countries and affiliations. Furthermore, relationship among authors, countries and keywords is shown by using three fields plot. Second, using VOSviewer, co-occurrence of keyword analysis is used to determine the most influential themes. Findings: The findings show that 2,611 documents have been published from 2016 to 2023. Year 2021 is the most productive year in terms of number of publications. The results also show that WANG XC is tied for the position of most prolific contributing author. In a similar vein, the United States leads the world in publication output. Furthermore, Southwestern University of Finance and Economics in China is leading the list with 15 articles. The results from the co-occurrence of keywords reveal that “default risk”, “operational risk”, “money laundering”, “credit risk”, “corporate governance”, “systematic risk”, “financial stability risk”, “risk management” and “crises” are the frequently keywords. Originality/value: The results of this study are beneficial to academia and industry in order to advance their current understanding of FinTech and associated concerns. This work expands the understanding of the technology hazards facing the banking industry from a broad perspective.",Banking sector; Bibliometric analysis; FinTech; Risks; RStudio; VOSviewer,2024,56,10.1108/IJBM-10-2022-0438,Asif M.,International Journal of Bank Marketing,2-s2.0-85164740818
Financial literacy and FinTech market growth around the world,"Leveraging new data on fintech financing from the Bank of International Settlements, this study establishes a strong, positive association between financial literacy and the growth of the FinTech market across 114 countries from 2013 to 2019. We construct a new education policy-based measure of financial literacy based on the extent to which financial education is planned and subsequently integrated in public education curricula, using data from the World Bank's Global Financial Inclusion and Consumer Protection Survey. Additionally, we use the Standard and Poor's Global Financial Literacy Survey to obtain a market-based measure of financial literacy reflecting individuals' financial knowledge. We identify nonlinear effects within this relationship. This correlation between financial literacy and FinTech market growth remained consistent in varying economic, technological, and institutional contexts, validated through rigorous sensitivity tests and endogeneity analysis. The results imply that higher levels of financial literacy within a population could serve as a catalyst for expanding the FinTech market, underscoring the key role of financial knowledge in fostering the adoption and utilization of FinTech products and services thereby providing useful policy directions.","Financial literacy, technological adoption; FinTech finance; Global; Institutions",2024,55,10.1016/j.irfa.2024.103481,AlSuwaidi R.A.,International Review of Financial Analysis,2-s2.0-85199355649
"Corporate banking—risk management, regulatory and reporting framework in India: a Blockchain application-based approach","There has been a substantial build-up of non-performing assets in the Indian banking sector. Despite multiple initiatives and regulatory changes, there is a need to revisit the reporting and regulatory frameworks and redefine the focus areas. Banks credit problem has often been explored under the lens of asymmetric information. Spreads are generally directly proportional to probability of default and an inverse function of collateral and security. However, in India, there is a noticeable gap in academic literature to suggest robust institutional reforms to address the twin curse of adverse selection and moral hazard. Regulatory frameworks, particularly with respect to risk management function of banks, also grapple with predicting forthcoming disruptions. As banks redesign their corporate customer experience on a digitalized scale, leveraging large-scale available data, there is a bigger challenge to the regulator to ensure risk regulations are effective and save costs as well. The authors suggest that if information asymmetry exists, the blockchain protocols may mitigate uncertainty. Though blockchain technology has been leveraged to increase effectiveness of certain corporate banking products, the originality of the paper lies in coming out with a detailed framework for the possible use of blockchain (a distributed ledger based technology) for credit decisions, timely generation of red-flags and tightening the regulatory framework. The paper also lists down suggestions to improve the enabling regulatory and reporting architecture using regulatory technology (RegTech) to support unification of data already available in the banking system. This will improve the quality of information available to the lenders and enable them to take more informed credit decisions (data-driven finance), while granting and monitoring loans. Ultimately, it will lead to an optimization of credit risk capital.",Bank regulations; Blockchain; Corporate banking; Distributed ledger technology; FinTech; Information asymmetry; Non-performing assets; RegTech; Reporting framework,2021,54,10.1057/s41261-020-00127-z,Dashottar S.,Journal of Banking Regulation,2-s2.0-85083763943
Trust: mediator between mobile money adoption and usage and financial inclusion,"Purpose: Recently, a large body of research has been devoted on the role of trust in shaping different types of transactions, especially in rural financial development. Trust is a set of expectations shared by all those who engage in an exchange. Indeed, the “rule of the game” suggests that no trusting party in a transaction should act opportunistically. Consequently, this study aims to establish the mediating effect of trust in the relationship between mobile money adoption and usage and financial inclusion of MSMEs in developing countries with a specific focus on rural Uganda. Design/methodology/approach: A quantitative survey-based study was used and responses obtained from 379 MSMEs located in northern Uganda were analysed using partial least square-PLS version 3.0. A semi-structured questionnaire was developed from scales and items used in previous studies referenced in internationally recognised journals to elicit responses from the MSMEs. Structural equation modelling was used to test the models to arrive at a final empirical model derived from the data. Findings: The authors found evidence that trust enhances mobile money adoption and usage to increase the scope of financial inclusion of MSMEs in developing countries. Moreover, when individual effect was determined, trust also had significant and positive effect on financial inclusion. Thus, the study results imply that trust enhances mobile money adoption and usage to improve the level of financial inclusion of MSMEs in developing countries. Research limitations/implications: The study used cross-sectional data to document the relationship between mobile money adoption and usage and financial inclusion and to establish the mediating effect of trust in the relationship. Future research could use relevant longitudinal data to verify other benefits of trust. Practical implications: The results present trust as a significant factor for FINTECH financial services marketing and growth. Specifically, data privacy and effectiveness of the mobile telephone network is more likely to help consumers to bridge the gap between participation and non-participation on the mobile money platform. Customers’ data sent over the mobile network of providers should be protected from unnecessary access and usage by Mobile Network Operators (MNOs) staff and unauthorised persons and agents. Data protection protocols should be set by the MNOs to avoid unnecessary access and use of customers’ data. Originality/value: Globally, Fintech scholars have examined the role of mobile money in promoting financial inclusion. However, there is insufficient evidence on the mediating effect of trust in the relationship between mobile money adoption and usage and financial inclusion, especially among rural MSMEs. This study invents a novel direction on the importance of trust in creating transaction efficiency by eliminating opportunism and fraud with in the Fintech ecosystem.",Customers’ data; MNOs’ integrity; Mobile money fraud; MSMEs; Opportunism; Trust,2020,54,10.1108/SRJ-01-2019-0011,Okello Candiya Bongomin G.,Social Responsibility Journal,2-s2.0-85074041762
Financial literacy and quality of life: a moderated mediation approach of fintech adoption and leisure,"Purpose: This study explores the relationship between financial literacy and quality of life (QoL). The study further examines the mediating effect of fintech adoption and the moderating effect of leisure on the relationship between financial literacy and QoL. Design/methodology/approach: Using convenience sampling, 345 respondents participated in a cross-sectional survey. To test the moderated mediation hypotheses, the PROCESS macro was used. Findings: The results reveal the mediating effect of fintech adoption on the relationship between financial literacy and QoL, highlighting the importance of digital literacy in an increasingly digitalized society. Moreover, leisure moderates the mediating relationship. Individuals with high leisure are more likely to perceive the uncertainties and risks associated with new technology optimistically – an observation supported by existing literature on the relationships among leisure, perceived freedom, and internal locus of control. Practical implications: Financial literacy must incorporate digital literacy in order to utilize innovative technology for more efficient financial management. Additionally, having a sense of control over life outcomes can lead to well-being. Originality/value: Previous research on fintech adoption is mostly related to financial inclusion for the unbanked population in underprivileged rural areas. Here, fintech usage by the general public is the focus. The study also reveals the significance of leisure, as those who have high financial literacy are more likely to adopt fintech when they have more freedom in their lives, which leads to higher QoL. Peer review: The peer review history for this article is available at: https://publons.com/publon/10.1108/IJSE-10-2021-0633.",Financial literacy; Fintech adoption; Leisure; Quality of life,2022,53,10.1108/IJSE-10-2021-0633,Kakinuma Y.,International Journal of Social Economics,2-s2.0-85132807425
Opportunities and Barriers for FinTech in SAARC and ASEAN Countries,"This article assesses the opportunities and challenges for different categories of FinTechs in the SAARC and ASEAN regions. We consider the global financial inclusion data released by the World Bank and map the responses to gain insights into the opportunities and challenges for FinTechs in the respective regions. We develop a new index, termed the FinTech Opportunity Index (FOI), to conceptualise the opportunities and barriers based on individual savings, borrowings, purchasing behaviour, and payment preferences. We note that FinTech services have potential opportunities for expansion in the ASEAN regions but less so in the SAARC regions. The need for different types of FinTech services varies between regions. Services such as crowdfunding, neobanks, and InsurTech have potential in the ASEAN regions, especially with the positive attitude towards entrepreneurship and asset investments. In the SAARC regions, InsurTechs linked to health care has potential along with LendTechs and neobanks. We further note that males, and the young are more likely adopters of FinTechs in both regions. The analysis suggests the need for innovative promotions and education to motivate the more sceptical, especially women and the elderly population, to adopt FinTech services.",ASEAN; FinTech; SAARC; technology adoption,2022,53,10.3390/jrfm15020077,Imam T.,Journal of Risk and Financial Management,2-s2.0-85130629228
The Role of Fintech in Promoting Financial Inclusion to Achieve Sustainable Development: An Integrated Bibliometric Analysis and Systematic Literature Review,"Fintech’s ability to enhance efficiency and reduce costs in financial services can promote greater financial inclusion (FI), which in turn serves as a foundation for sustainable and equitable development. Due to the dearth of thorough summaries in the body of existing literature, this systematic review and bibliometric analysis aim to present quantitative and qualitative information about the comprehensive relationship between fintech, FI, and sustainability development in an organised way. The review includes 189 publications from peer-reviewed journals of Scopus and Web of Science (WoS) databases up to 2023. The article was compiled based on the Scientific Procedures and Rationales for Systematic Literature Reviews (SPAR‐4‐SLR) protocol and the theory-context-characteristics-methodology (TCCM) framework. Bibliometric analysis has identified the leading journals, authors, nations, articles, and themes. A conceptual model has been designed to illustrate the entire scope, following which potential study areas have been proposed. This study aims to provide academic researchers, policymakers, and regulators with a detailed understanding of the relationship between fintech, financial inclusion, and sustainable development. The analysis demonstrates that FI is an essential requirement of our society and a vital pathway to achieve sustainable development. In the content analysis, we identify an integrative framework of four variables on this nexus. We found a very few conceptual, qualitative, and mixed method papers on this interaction, which provide potential avenues for further research. We recommend that scholars consider adopting a multi-theory perspective. We propose a comprehensive framework on this nexus. It will also pinpoint specific areas that require further investigation.",Bibliometric; Financial Inclusion; Fintech; Sustainability; Systematic Literature Review,2025,53,10.1007/s13132-024-02168-5,Kishor K.,Journal of the Knowledge Economy,2-s2.0-85197412753
"Digital financial inclusion - an engine for ""leaving no one behind""","Although none of the goals of the United Nations Agenda 2030 is dedicated to finance, canthe use of financial instruments play a role in achieving some of the Sustainable Development Goals? Can financial instruments contribute to the reduction of hunger and poverty, to ensuring healthy lives, gender equality, decent jobs and the growth of micro, small and medium-sized enterprises (MSMEs), reducing inequalities, enhancing an effective fight against corruption and increasing the mobilization of additional financial resources? This article highlights how financial inclusion, meaning the access to financial services, allows the weakest to contributeto the achievement of the SDGs and to improve their life conditions. From the evidence of the UNSGSA (2018) report on integrating SDG progress through digital financial inclusion, it becomes clear that digital finance is a key that can help in boosting financial inclusion.",Agenda 2030; Financial inclusion; Fintech; Gender parity; Poverty; Sustainable development goals,2019,52,10.3326/pse.43.4.6,Ferrata L.,Public Sector Economics,2-s2.0-85077560087
