Title,Abstract,Author Keywords,Year,Cited by,DOI,Authors,Source title,EID
Gamification of mobile wallet as an unconventional innovation for promoting Fintech: An fsQCA approach,"Although digitalisation brings important possibilities to banking & finance service, implementing digital technologies in practices can be challenging. Indeed, the adoption of new innovative technology in the banking & finance sector lags behind other business sectors. Many of the valuable banking & finance-related technologies have not been adopted in relation to the strategic implications of decisions in domains such as the development of service innovation and personalization, value co-creation, and marketing strategies. In particular, there is a paucity of research in using gamification to explore ways of customising banking & finance fintech offerings, improving customers’ experience, and developing efficient banking & finance marketing tactics. Drawing on the UTAUT2 and Otcalysis gamification framework, this study develops a research model investigating what configurations of motivations, expectations and conditions can shape consumers’ behavioral intention to adopt a gamified mobile wallet system. Findings suggest that combining effort expectancy, facilitating conditions and perceived value leads to higher intention to use gamified mobile wallet. Accordingly, firms need to consider the three core conditions when design relevant gamifications.",Fintech; fsQCA; Gamification; Innovation; Mobile wallet; Otcalysis gamification; UTAUT2,2023,73,10.1016/j.jbusres.2022.113406,Yang X.,Journal of Business Research,2-s2.0-85141753323
Exploring the impact of gamification on users' engagement for sustainable development: A case study in brand applications,"Game elements and mechanics have been widely applied as marketing strategies for sustainable development. Seldom have studies explored the relationships between the components of the game and consumer continuous usage with gamification. This study analyzed how game mechanics impact users' gaming behavior and awaken positive feelings so as to increase the stickiness of the brand. This research model empirically surveyed 411 Nike Run Club (NRC) app users, based on the Mechanics-Dynamics-Aesthetics (MDA) framework. The results show that the self-challenge is a pre-factor that affects self-benefit, fun, and social interaction, while self-benefit and social interaction affect fun. The results also show that fun is of primary importance among all others, as it is a factor that affects brand attitude and sustained use. The results provide valuable insights into sustainable strategies for industries related to the operation of an app-based brand.",Brand attitude; Continued intention to use; Gamification; Gamificationmarketing; MDAmodel,2020,73,10.3390/su12104169,Lu H.P.,Sustainability Switzerland,2-s2.0-85085656227
Play it again: how game-based learning improves flow in Accounting and Marketing education,"Flow theory is used in this article [Csikszentmihalyi, M. (1990). The domain of creativity] to determine whether gamified resources, named Accountingame and Marketingame, possess certain characteristics which, in the form of educational games, increase the performance of Portuguese undergraduate students attending Accounting (N = 816) and Marketing (N = 195) curricular units for the first time. A structural equation model was used to look into the direct effects of the characteristics of the game, such as Concentration, Clarity, Feedback, Challenge, Autonomy, Social Interaction, and Perceived Learning, on students’ learning Flow. Results clearly show that, with the exception of Feedback, all the other dimensions were Flow predictors. Overall, by introducing games into the curriculum, students’ motivation and interest increased and demonstrates that games can be an effective way for students to learn.",flow; game flow elements; game-based learning; Gamification,2019,72,10.1080/09639284.2019.1647859,Silva R.,Accounting Education,2-s2.0-85070219560
Gamified in-store mobile marketing: The mixed effect of gamified point-of-purchase advertising,"This study investigates the effect of gamification on in-store mobile advertisement. More specifically, it investigates the effect of gamification on the inclination to act on offers gained at point of purchase. For this purpose, a field experiment was conducted at a supermarket, where real customers were recruited. Eye tracking, smartphone activity logging and choice were used to investigate the customers’ behaviour. The results reveal that gamification is not always useful for increasing the tendency to act on offers. In fact, engagement in a gamified shopping task is needed; otherwise, the tendency to act on offers might even decrease when gamifying.",Engagement; Gamification; Mobile in-store marketing,2019,72,10.1016/j.jretconser.2018.07.004,Högberg J.,Journal of Retailing and Consumer Services,2-s2.0-85049647943
Gamification of mobile money payment for generating customer value in emerging economies: The social impact theory perspective,"This study develops and tests an integrated model of the social impact and customer value theories to understand how gamification of mobile money payment could generate customer value through its social impact. Cross-sectional data were collected from 567 mobile money payment users in Ghana to test twelve hypotheses using structural equation modelling (SEM). The study showed a positive and significant relationship between the gamified mobile money payment (Gmmp) and the social impact theory constructs, and consequently with the customer value propositions. The Gmmp was found to have a significantly positive relationship with all three social impact constructs of internalisation, compliance, and identification. However, compliance was significantly predictive of all the customer value constructs (customer engagement, satisfaction, and loyalty); identification was significantly predictive of satisfaction and loyalty; and internalisation was not significantly predictive of any of the customer value outcomes. The results show that Gmmp could create a substantial social impact on users to generate value for the customer and all service providers within the mobile money ecosystem. The results have implications for technology innovations, particularly the potential use of gamification at all customer touchpoints in the mobile money and financial technology services delivery value chain.",Customer value; FinTech; Gamification; Marketing outcomes; Mobile app; Mobile money payment; Social impact,2022,71,10.1016/j.techfore.2022.122049,Dzandu M.D.,Technological Forecasting and Social Change,2-s2.0-85138450268
Key trends in business-to-business services marketing strategies: Developing a practice-based research agenda,"The marketing of B2B services has become an important field of academic enquiry. Industrial Marketing Management scholars have contributed to building a robust body of scholarship on the role of services as an indispensable aspect of company's strategic performance process. However, with digitization, there is a clear need for theoretical concepts and frameworks that can guide companies in the development of contemporary and strategic roadmaps for their B2B service marketing strategies and performance practice. This position paper outlines an agenda and delineates issues in B2B service delivery that need to be addressed to close the gap between service marketing theory and practice and collaborate on the development of strategic service capabilities for the industrial marketing space. More specifically, we identify and discuss the impact of 5 important trends shaping B2B services: 1) gamification, 2) personalization, 3) Mixed Reality (MR), 4) data visualization, and 5) privacy. On the basis of these, we will offer a number of specific directions for future research by industrial marketing researchers.",Data visualization; Enablement; Gamification; Mixed reality; Personalization; Privacy; Services,2021,70,10.1016/j.indmarman.2020.12.004,de Jong A.,Industrial Marketing Management,2-s2.0-85098718927
Gamification: A framework for designing software in e-banking,"The gamification software development gave emphasis to the role played by the users to test and improve the software. This study presents a framework for software gamified in e-banking, taking a users' groups and a qualitative research approach, to check the users' design preferences in five cases of banking software gamified (Futebank, Dreams, Galaxy, Olympics, and Warrants). After software presentation, and usage experience, 53 participants, responses to a survey with six open questions. The data were analyzed through a text semantic software, to detect and classify lexical items in, accordance, with standard of software quality characteristics and user experiences. Two primary categories were identified, as well five dimensions in each element and characteristic categories. The results show five characteristic dimensions (design, appearance, functionality, rules, and objectives) and five element dimension (game, product, security, process, and information). These findings provide a framework for web designers and e-business, highlighting the most important software features when dealing with serious applications with game design. It adds value to the current literature on understanding the customer relationship with the game and the financial product, identifying new dimensions (game and product) on the approach of thinking and design gamification in e-banking. Our finding contributes to a better understanding of key elements and characteristics in e-banking software design and has important practical implications for software development and marketing practices. Thoughts on the users' software design preferences identified, should propel increase adoption and attractiveness of online banking.",E-banking; Gamification; Software design games; Software quality; Users experience,2016,69,10.1016/j.chb.2016.04.035,Rodrigues L.F.,Computers in Human Behavior,2-s2.0-84964562291
Exploring the Impact of Gamification Elements in Brand Apps on the Purchase Intention of Consumers,"The purpose of this manuscript is to understand how the elements of the game apps impact the intention of purchase of a consumer with the mediating effect of perceived enjoyment, hedonic value, and social interaction to derive benefits designed in terms of marketing strategies. Quantitative data obtained from the non-probability sampling via a standardized questionnaire in the design of exploratory analysis was done to examine the effect of gamification on behaviour intention by adopting mechanic-dynamics-aesthetics (MDA) framework. The findings of the research indicated that fun as a sub-element of mobile gamification can significantly affect social interaction, and storytelling has a significant impact on perceived enjoyment. The study identifies perceived enjoyment as an important antecedent of consumer intention to involve gamification. This provides managers and developers to focus on dynamics, mechanics, and proper feedback systems with the emergence of new technologies.",Brand Apps; Brand Experience; Brand Loyalty; Customer Engagement; Gamification; Marketing Strategy; Purchase Intention,2023,68,10.4018/JGIM.317216,Kaur J.,Journal of Global Information Management,2-s2.0-85150040508
LET'S CONNECT IN METAVERSE. BRAND'S NEW DESTINATION TO INCREASE CONSUMERS' AFFECTIVE BRAND ENGAGEMENT & THEIR SATISFACTION AND ADVOCACY,"The bands are experiencing a change in the consumers' brand preferences pattern, where consumers are more prone to experience the product virtually using Metaverse. This descriptive study examined the antecedents (novelty, Interactivity, Vividness) of a brand's gamification marketing activities in the Metaverse and the impact on consumers' affective brand engagement. Also, this study explored the consumers' anticipated satisfaction and brand advocacy in the Metaverse. The conceptual model was analysed using SMART-PLS. The collected from more 9 countries were used to do the descriptive analysis. The finding suggests that brands can have more consumers' affective brand engagement and increase their virtual brand experience if they use gamification-based marketing activities in Metaverse",Affective brand engagement; Anticipated brand advocacy in metaverse; Anticipated brand satisfaction in metaverse; Brand's gamification marketing activities in metaverse; Metaverse; Virtual brand experience,2022,68,10.31620/JCCC.06.22/19,Bousba Y.,Journal of Content Community and Communication,2-s2.0-85134383352
“Game on!” Pushing consumer buttons to change sustainable behavior: a gamification field study,"Purpose: Marketers have begun to investigate the potential of gamification for influencing consumer behavior by using game design elements in realms varying from branding, retail, sales and health services. Marketers have also begun to explore consumer behavior in sustainability. This paper aims to provide contributions to build on both literatures. Design/methodology/approach: This research tests gamification principles in a large field study on real consumers that includes data from pre-post surveys, gamified app analytics and household energy meters. The data are analyzed using ANOVA’s and structural equation modeling. Findings: The findings demonstrate: gamification significantly enhanced consumers’ knowledge, attitudes, behavioral intentions and realized bill savings compared to a control group; reward-based game design elements including points, badges and other rewards contribute to enhancing sustainable behavior outcomes. Research limitations/implications: Future research in settings outside of sustainability may extend upon the findings of the current research to further understanding the impact of reward-based game design elements in marketing. Practical implications: The findings have important practical implications for how organizations might use serious games to promote sustainable and other desirable behavior. In particular, how reward-based game design elements, points, trophies and badges, can be used to create a chain of relationships that leads to reduced electricity consumption. Originality/value: This paper fulfills the need to understand if the impact of gamification extends outside of controlled environments and into the field. Further, it demonstrates how reward-based game design elements contribute to consumers changing their behavior, a relationship that is not yet thoroughly understood in the marketing literature.",Behavior change; Game design elements; Gamification; Rewards; Serious games; Sustainability,2021,66,10.1108/EJM-05-2020-0341,Mulcahy R.F.,European Journal of Marketing,2-s2.0-85108138445
Gamification and cultural institutions in cultural heritage promotion: a successful example from Italy,"This article deals with the application of serious games to cultural heritage. Through an overview of the growing importance of gamification in promoting cultural sites and museum collections, the research highlights the changing practices of cultural institutions, which are increasingly involved in producing serious games, considering them as strategic digital marketing tools to promote cultural heritage and tourism in addition to their traditional “learning by playing” function. The article explores a case study, namely Mi Rasna, a game on the Etruscan society realized in partnership with several Italian cultural institutions.",cultural institutions; digital heritage; digital marketing; game tourism; Gamification; serious games,2022,65,10.1080/09548963.2021.1910490,Bonacini E.,Cultural Trends,2-s2.0-85104367303
How does the web game design influence the behavior of e-banking users?,"Gamification has a clear influence on software design, development and plays an important role in the motivation and intention of users to use a website and buy online. Nevertheless, in the case of e-banking, the influence of gamification in software design and on the user's intention to use are still very unclear. We intend to verify how game design elements and mechanics combined in the design of a bank website, influence the intention of customers to use e-banking. To explore and analyze the effects of gamification on a bank website, we propose a conceptual model considering the interaction between six variables: gamification, ease of use, information, design, web page characteristics, and intention to use the website. To test this model we develop a quantitative study involving 219 bank customers as participants who interacted with a gamified e-banking website to manage their financial investments. Participants then responded to an online questionnaire (including items related to the main variables), in order to measure their reactions to gamified software and their intentions. All data were statistically analyzed and results indicate that gamification has a significant influence on the ease of use and the intention to use e-banking, as well as on the web design, information, and webpage characteristics. We find that gamification may motivate customers to use e-banking, and that it improves their financial literacy and facilitates online processes and transactions. This study provides insightful guidelines for web design, development and e-banking contents that can be taken into account by marketing, IT, and business teams working in electronic banks.",E-banking; Gamification; Software development; Technology acceptance; Web design,2017,63,10.1016/j.chb.2017.04.034,Rodrigues L.F.,Computers in Human Behavior,2-s2.0-85018586087
Challenging the negative images of Haiti at a pre-visit stage using visual online learning materials,"Post-conflict destinations can struggle to attract visitors because of their negative image. Research addressing this remains limited. The same can be said about the education of tourists. This research paper contributes to the literature in both areas as it examines the proposition that the education of tourists at a pre-visit stage using online, game-based material could be effective in challenging the negative perception of these destinations. From a destination management point of view, this paper offers an alternative to existing promotional material as there is little evidence at the moment that existing strategies are effective. From a conceptual point of view, this paper contributes to the very limited academic research in Gamification by adding the fact that Gamification can be a very efficient tryvertising tool if using subtle and implicit marketing elements.",education; Haiti; Internet; marketing strategy; Tourists,2017,62,10.1080/19407963.2016.1261146,Séraphin H.,Journal of Policy Research in Tourism Leisure and Events,2-s2.0-84999711611
Social media and related technology: Drivers of change in managing the contemporary sales force,"The selling environment has undergone tremendous transformation over the past 2 decades. Perhaps the greatest change has centered on changes and advancements in technology. The latest dramatic change has been the rapidly increasing use of social media and other related technologies in the business-to-business realm. The sales world began the use of technology through the use of Web 1.0, which was primarily webpage oriented; now we see the world of social media as the paradigm of how firms should implement technology. Although there has been some recent emphasis on how marketing might implement social media into their strategies and how the individual salesperson might implement social media into his or her daily selling routine, no substantive discussion on how social media is affecting the role of the sales manager has appeared in the literature. This article systematically examines how social media is impacting the sales management function and, in fact, may be dramatically revolutionizing the position. To help the marketing and sales organization better understand the changing sales world, we present eight lessons that every sales manager needs to embrace.",Gamification; Sales management; Sales technology; Selling; Social media,2015,62,10.1016/j.bushor.2014.09.009,Moncrief W.C.,Business Horizons,2-s2.0-84920593679
Designing gamified transformative and social marketing services: An investigation of serious m-games,"Purpose: The purpose of this paper is twofold: first, to extend transformative service and social marketing practitioners’ and academics’ understanding of how gamification and serious m-games are designed, and second, to model the effects of game design elements on key transformative service and social marketing outcomes, satisfaction, knowledge, and behavioural intentions. Design/methodology/approach: The research adopted a two-study, mixed-method research design, encompassing focus groups (n=21) and online surveys (n=497), using four current marketplace serious m-games. Study 1 was qualitative and the data were analysed in two cycles using an inductive and deductive approach. Study 2 was quantitative and the data were analysed using PLS-SEM. Findings: The qualitative results of Study 1 discovered a framework of five game design elements for serious m-games. In Study 2, a conceptual model and hypothesised relationships were tested at a full sample level and by each serious m-game. Results show different significant relationships for each serious m-game and moderate to high levels of explanation for satisfaction and knowledge, and low to high levels of explained variance for behavioural intentions. The findings are therefore not only robust across four different serious m-games, but also demonstrate the nuances of the relationships. Originality/value: This research contributes to two service research priorities: leveraging technology to advance services, and improving well-being through transformative services. This research demonstrates that gamification through serious m-games is one form of technology that can be designed to create a satisfying and knowledge-creating service experience, which can also influence intentions to perform health and well-being behaviours.",Game design elements; Gamification; Serious games; Social marketing; Transformative service research,2018,60,10.1108/JSTP-02-2017-0034,Mulcahy R.F.,Journal of Service Theory and Practice,2-s2.0-85040253123
Consumer engagement in value co-creation: What kind of value it creates for company?,"Introduction of the concept value co-creation (Prahalad and Ramaswamy, 2000) called for a new wave of research, emphasizing the need for creation, development and consolidation of mutually beneficial relationships between the consumer and the company. This in turn raised the interest in consumer engagement, which was described as a psychological state that occurs by virtue of interactive customer experiences with a company or a brand (Brodie at al., 2011). Recent research in marketing highlights the importance of the role of consumer engagement into value co-creation, providing a considerable number of studies, exploring the drivers, types, dimensions of consumer engagement as well as its outcomes, as expressed by consumer perceived value, loyalty, etc. However, as yet there is a lack of understanding how consumer engagement contributes to value co-creation and what benefits it brings to the company as well as to consumer. Therefore, the purpose of this article is to explore the role of consumer engagement in value co-creation from the company’s perspective, identifying the value company gets as an outcome of co-creation process. The focus on the value for company in this article is explained by the fact that it is traditionally analysed mainly through economic perspective, meanwhile consumer perceived value is agreed being multidimensional. The authors of this article suggest that value for company, as generated through co-creation process, should also be viewed as multidimensional and propose three-dimensional structure: economic, social and functional value. The study contributes to the domain of consumer engagement and value co-creation research by revealing the techniques of consumer engagement, with an emphasis on gamification as one of them, and diverse benefits the co-creation processes bring to company through the analysis of focus group discussion with representatives of companies in Lithuania that engage consumers in value co-creation.",Consumer engagement; Consumer perceived value; Gamification; Value co-creation; Value for company,2015,60,10.5755/j01.ee.26.4.12502,Piligrimiene Z.,Engineering Economics,2-s2.0-84945255263
Learning From Simulation Design to Develop Better Experiential Learning Initiatives: An Integrative Approach,"Simulations offer engaging learning experiences, via the provision of feedback or the opportunities for experimentation. However, they lack important attributes valued by marketing educators and employers. This article proposes a “back to basics” look at what constitutes an effective experiential learning initiative. Drawing on the education literature, the article presents a set of propositions for the development of initiatives that deliver deep learning, promote engagement, and develop digital marketing and soft skills. The article notes the attributes of simulations that deliver effective experiential learning, but also where other formats may be superior to simulations, and advocates for an integrative approach. The article illustrates the application of these propositions, and integrative approach, to the development of a highly successful experiential learning initiative, the Google Online Marketing Challenge. The article concludes with the following recommendations for marketing educators engaged in experiential learning: students need to plan, execute, and assess their actions, which requires the provision of feedback mechanisms as part of the experience; the experience should be gamified to increase engagement; developers need to provide guidance and support, to both students and educators, to reduce extraneous cognitive load; the initiative needs to develop digital marketing literacy, as well as soft skills.",experiential learning; gamification; Google Online Marketing Challenge; online marketing; simulations; student competitions,2016,60,10.1177/0273475316643746,Canhoto A.I.,Journal of Marketing Education,2-s2.0-84979686995
"Getting played: Gamification, bullshit, and the rise of algorithmic surveillance","Gamification, the idea that game mechanics can be integrated into assumed ""non-game"" circumstances has gained ascendance amongst champions of marketing, behavior change and efficiency. Ironically, some of the most heated critique of gamification has come from the broader community of ""traditional"" videogame developers. Connecting broadly to projects surrounding ""big data"" and algorithmic surveillance, the project of gamification continues to expand and intensify. This paper examines the complex relationship between game designers and the rise of arguments in support of gamification. I analyze the various actors and interests mobilizing arguments, deconstructing their underlying assumptions about the relationship between games and social phenomena. Turning toan analytic framework rooted in the Assemblage of Play (Taylor 2009) and emergent coercive forms of (played) control (Taylor 2006), the essay critiques assumptions on either side of the debate on the role of games and play. The strained connections between debates on gamification and broader interest in serious games offers an important moment to explore algorithmic surveillance. © The author(s), 2014.",Algorithmic surveillance; Game design; Game mechanics; Gamepocalypse; Gamification; Surveillance,2014,59,10.24908/ss.v12i3.5017,O'Donnell C.,Surveillance and Society,2-s2.0-84905042939
A gradual approach for maximising user conversion without compromising experience with high visual intensity website elements,"Purpose: The purpose of this paper is to develop and test a method that can gradually find a sweet spot between user experience and visual intensity of website elements to maximise user conversion with minimal adverse effect. Design/methodology/approach: In the first phase of the study, the authors develop the method. In the second stage, the authors test and evaluate the method via an empirical study; also, an experiment was conducted within web interface with the gradual intensity of visual elements. Findings: The findings reveal that the negative response grows faster than conversion when the visual intensity of the web interface is increased. However, a saturation point, where there is coexistence between maximum conversion and minimum negative response, can be found. Practical implications: The findings imply that efforts to attract user attention should be pursued with increased caution and that a gradual approach presented in this study helps in finding a site-specific sweet spot for a level of visual intensity by incrementally adjusting the elements of the interface and tracking the changes in user behaviour. Originality/value: Web marketing and advertising professionals often face the dilemma of determining the optimal level of visual intensity of interface element. Excessive use of marketing component and attention-grabbing visual elements can lead to an inferior user experience and consequent user churn due to growing intrusiveness. At the same time, too little visual intensity can fail to steer users. The present study provides a gradual approach which aids in finding a balance between user experience and visual intensity, maximising user conversion and, thus, providing a practical solution for the problem.",Gamification; Online marketing; User conversion; User experience; Visual intensity; Website design,2019,57,10.1108/IntR-09-2016-0271,Jankowski J.,Internet Research,2-s2.0-85058484114
Assessing the relationship between gamified advertising and in-app purchases: a consumers’ benefits-based perspective,"Purchase through mobile apps (m-commerce) is on the rise. While this phenomenon is affecting any consumers cohort, millennials represent the lion’s share among m-commerce users. Businesses are anyway struggling to better obtain the attention of a younger consumers. Indeed, the more competitors start to use m-commerce, the more differentiating communication strategies get difficult. To continue to attract the consideration from younger consumers, marketers are therefore adopting gamification as a strategic marketing lever. Thus, gamified advertisings -which are advertising characterized by high interactivity and game-like features- are becoming a trending topic in marketing literature. Building on Use and Gratification Theory (UGT) and Theory of Planned Behavior (TPB), the research wishes to explore how consumers’ experience deriving from Gamified Advertising (GAMEX) could contribute to the creation of consumers’ benefits and their intention to purchase trough a mobile app. How gamification experience could correspondingly shape the attitude toward advertising has also been considered. To achieve the aim of the research, a structural model was tested trough data collected from 315 millennials living in the UK. Results show how a relationship between gamification induced experiences could foster in-app purchases. Anyway, such a connection is mediated by perceived consumer-benefits, their attitude toward advertising, and perceived advertising effectiveness. Gamified advertising thus can be effective if it could foster social, personal, hedonic and cognitive benefits, and whether gamification is perceived coherent with the advertised product/brand pair.",advertising attitude; consumers’ benefits; Gamification; in-app purchases; M-commerce; mobile app,2022,54,10.1080/02650487.2022.2025735,Rialti R.,International Journal of Advertising,2-s2.0-85123859426
Let’s play! Gamification as a marketing tool to deliver a digital luxury experience,"This paper aims to investigate the features of gamification as a digital marketing tool to deliver a digital luxury experience. The paper employs the qualitative methodology of case study and presents a case of a multi-brand luxury company adopting gamification through the development of a game app. Four features of the gaming luxury experience are discussed: individual and collective gaming experiences, exclusiveness through rarity in luxury gaming, social networking and virtual influencing marketing mechanisms, and cross-fertilization between gaming and e-commerce. The paper expands the knowledge on gamification by highlighting its main features as a digital marketing tool for luxury companies and the benefits it can bring in terms of consumer experience, engagement, and sales. It also contributes to studies on luxury companies by discussing gamification as a means to create digital luxury experiences, particularly suitable for the new generations of consumers, such as Generation Z.",Digital experience; E-commerce; Gamification; Luxury; Retail,2023,53,10.1007/s10660-021-09529-1,Milanesi M.,Electronic Commerce Research,2-s2.0-85123095732
Virtual reality in social marketing: a process evaluation,"Purpose: The purpose of this paper is to present an innovative reflexive process evaluation method for a social marketing programme featuring an innovative virtual reality (VR) simulation experience for adolescents. Design/methodology/approach: A process evaluation framework focusing on three key elements – context, implementation and mechanisms of impact – was followed in this study. In total, 374 participants (mean age: 15.2 years, 58 per cent female) completed outcome evaluation surveys before and after the programme delivery, and 300 participants completed qualitative feedback forms following their participation in the VR component of the programme. Findings: A process evaluation delivers insights beyond those attained in outcome evaluations, enhancing the understanding of factors contributing to programme success or failure that can be used to improve future programme iterations. The VR experience demonstrated high satisfaction scores with users, and the findings demonstrate the importance of a multi-disciplinary and industry partnered programme approach to support VR implementation and delivery. Research limitations/implications: This research demonstrates that additional learnings are obtained from a process evaluation. The findings are limited to one specific research programme, and the outcome effects of the VR simulation have not been assessed in isolation. Practical implications: The methods outlined in this paper offer a process evaluation tool that can be used by marketers and other practitioners to reflect on programme success or failure to enhance core offerings. Originality/value: The application of Moore et al.’s (2015) process evaluation framework delivers a reflexive research tool that can be applied to critically consider three key elements: context, implementation and mechanisms of impact of developed programmes. VR’s capacity to provide a satisfying and highly valued programme resource that participants value for its realistic, novel and immersive experiential learning experience was demonstrated.",Alcohol; Gamification; Process evaluation; Reflexive praxis; Social marketing; Virtual reality,2019,52,10.1108/MIP-11-2018-0537,Dietrich T.,Marketing Intelligence and Planning,2-s2.0-85071075858
Learning Marketing Online: The Role of Social Interactions and Gamification Rewards,"Online learning is a powerful option for professional development in various careers, including marketing. However, massive open online courses (MOOCs) tend to face an issue of course dropouts, and this cannot only be attributed to factors like course content or value. Social interactions among students and interest-generating elements of MOOCs are equally important elements of online learning ecosystems. Therefore, this study approaches the problem from the perspective of the social exchange theory with insights into the cognitive evaluation theory to predict the effects of social interactions and gamification rewards on the process of studies. The data from an experiment and a subsequent survey of marketing course participants were used to analyze student satisfaction and dropouts through the lens of the social exchange theory and to see the effects of expected and unexpected gamification rewards. This contributes to the knowledge about factors that influence online course discontinuation, provides managerial and educational insights on dropout reduction, and specifies directions for further studies on the use of gamification elements in MOOCs.",gamification; marketing; massive open online courses; online learning; rewards; social exchange theory,2021,51,10.1177/0273475320968252,Dikcius V.,Journal of Marketing Education,2-s2.0-85094662504
Gamification for brand value co-creation: A systematic literature review,"Gamification, commonly defined as the use of game elements in non-game contexts, is a relatively novel term, yet it has been gaining popularity across a wide range of academic and industrial disciplines. In the marketing field, companies are increasingly gamifying their mobile apps and online platforms to enrich their customers’ digital experiences. Whilst there has been a number of systematic studies examining the influence of gamification on user engagement across different fields, none has reviewed its role in brand value co-creation. Following a systematic literature review procedure via the online research platform EBSCOhost, this paper is the first to survey a set of empirical studies examining the role and impact of gamification on brand value co-creation. A final pool of 32 empirical studies implies the existence of four types of activities that are co-created by online users and positively influenced by gamification, namely: customer service, insights sharing, word-of-mouth, and random task. Moreover, this paper highlights the major game dynamics driving these activities, the key findings of each of the covered studies and their main theoretical underpinnings. Lastly, a set of noteworthy research directions for future related studies are suggested, comprising the exploration of novel game elements, and new co-creation activities related to corporate social responsibilities and physical commercial operations.",Brand value co-creation; Consumer behaviour; Consumer motivation; Crowdsourcing; Customer engagement; Customer value creation; Gamification; Marketing; Online users; Sharing economy,2021,48,10.3390/info12090345,Merhabi M.A.,Information Switzerland,2-s2.0-85114208166
Gamification and customer experience: the mediating role of brand engagement in online grocery retailing,"Purpose: In recent years, the concept of gamification is one of the fastest-growing trends in the field of marketing to persuade, motivate and manipulate customer behavior. The application of gamification has become a priority for marketers as a new way of exploiting customers. Despite the increasing use of gamification mechanisms in marketing activities, there remain limitations. Although there is extensive literature in the field of customer experience and gamification, few studies have empirically examined how gamification influences customer experience by considering the mediating role of brand engagement in the online retailing context. Design/methodology/approach: To obtain this aim, a cross-sectional survey was used. The statistical population was customers of online grocery retailers. The convenience sampling technique was used as a sampling technique. Out of 402 received questionnaires, 384 were selected for analysis. Structural equation modeling approach was applied to test the research hypotheses using AMOS 24 and SPSS 22 software. Findings: The results indicated that all research hypotheses were supported. Gamification has a significant and positive impact on customer experience, gamification has a positive and significant effect on user customer brand engagement and customer brand engagement has a positive and significant impact on customer experience. Also, it revealed that customer brand engagement mediates between gamification and customer experience. Originality/value: A review of the digital marketing literature reveals that there are few empirical studies, which adequately examined significant effective factors of customer experience in online grocery retailing; despite, the majority of researchers consider customer experience as the most important concept in digital marketing. The main contribution of this study is to examine the role of gamification on customer experience through the mediating role of customer engagement in the online grocery context. It adds value to the digital marketing and online retailing literature by providing new insight about determinants of customer experience in online grocery.",Customer brand engagement; Customer experience; Gamification; Online retailing,2021,48,10.1108/NBRI-07-2020-0041,Jami Pour M.,Nankai Business Review International,2-s2.0-85111118028
Does gamified elements influence on user's intention to adopt internet banking with integration of UTAUT and general self-confidence?,"The present study develops an integrated model combined with unified theory of acceptance and use of technology and general self-confidence in internet banking adoption context. The current study goes a step further by examining moderating role of gamification between user's intention to adopt and user's intention to recommend internet banking. Data was collected from 398 customers of commercial banks. The theoretical model was tested using structural equation modelling (SEM). Findings indicate that integrated UTAUT model has significant influence (R2 - 75.3%) on user's intention to adopt internet banking. For practitioners, it is recommended that they should focus on both technology and game mechanic factors to boost the confidence of internet banking users. This paper makes a unique contribution to information system (IS) and services marketing literature with reference to Pakistan.",Gamification; General self-confidence; SEM; Structural equation modelling; UTAUT,2019,48,10.1504/IJBEX.2019.102835,Samar R.,International Journal of Business Excellence,2-s2.0-85073214510
Playful finance: Gamification and intermediation in FinTech economies,"This paper examines how digital gamification techniques, which incorporate video gaming elements (rather than full-fledged games) into apps, are reshaping the logics and practices of intermediation that are core to FinTech economies. First, we argue gamification brings into view socio-technical knowledges, such as behavioral science, digital marketing, and user experience (UX) and user interface (UI) design, which are increasingly important to constituting FinTech intermediation. Second, gamification features specialist firms that are presently overlooked by research into the roles of changing advanced producer services (APS) complexes in FinTech and financial intermediation. Third, gamified apps are deployed to advance competitive intermediary positions which playfully capture user attention and configure user behavior, contrasting with FinTech strategies that typically promise users’ ease of access, reduced transaction costs and personalized products and services. We illustrate these arguments through three firm-level case studies from across Asia, where the development of gamified FinTech apps has been especially prominent.",Advanced producer services; Attention; FinTech; Gamification; Intermediation,2024,48,10.1016/j.geoforum.2023.103848,Lai K.P.Y.,Geoforum,2-s2.0-85171535937
Study and research of gamification design,"In this article, the concept of Gamification, the new 'it' marketing technique, is identified and actual application cases of Gamification are reviewed.Moreover this article draws out design elements of Gamification models and compares and analyzes difference between Gamification and traditional game methods based on the analyzed results.Gamification that achieves intended goal through game mechanism application to non-game fields is currently being combined and experimented in various fields and accordingly active research is under way.In the future, the prospect of well-designed Gamification development is that it will allow Gamification expansion to various fields from finance, entertainment, shopping, productivity and services to large scale collaboration, collective intelligence and education. © 2014 SERSC.",Gamification analysis; Gamification mechchanics; Gamification theory; Marketing,2014,47,10.14257/ijseia.2014.8.8.03,Park H.J.,International Journal of Software Engineering and Its Applications,2-s2.0-84906855825
