title,abstract,author_keywords,keywords_normalized,combined_text,year,citations,doi,authors,source,eid,query_distance,rank
Fintech-based financial inclusion and banks' risk-taking: the role of regulation in Sub-Saharan Africa,"Purpose: The study examines the role of regulation in the fintech-based financial inclusion (FBFI)–risk-taking nexus in the Sub-Saharan African (SSA) region. Design/methodology/approach: Using a sample of 10 countries in SSA over the period 2014 to 2021, the study employed the fixed-effect regression model and the two-step generalized method of moments (GMM) estimator. Findings: The results show that FBFI mitigates commercial banks risk-taking in SSA. But as FBFI progresses, the association takes the shape of an inverted U, increasing risks initially and decreasing them later on. Effective supervision and regulatory quality, in particular, are essential in moderating this relationship by offsetting the adverse consequences of FBFI in its early stages. Research limitations/implications: First, while our sample is limited to banks in ten SSA countries, future studies could extend the sample size, enabling more explicit generalization of the results. Second, the FBFI–bank risk nexus can be explored further by comparing diverse forms of fintech participation, such as fintech company investment, fintech technology investment, cooperation with specific fintech service providers and cooperation with Internet giants. Practical implications: Policymakers, banks and fintech companies should collaborate to certify the sustainable utilization of fintech tools to ensure financial inclusion. Policymakers should craft policies that encourage effective supervision and regulatory quality of fintechs since they reduce banks' risk-taking practices, which usually have positive effect on the economy. Originality/value: The study adds value to the debate on the role of regulation on the FBFI–risk-taking nexus, taking into account countries that are at different levels of development.","['Bank risk', 'Financial inclusion', 'Fintech', 'Regulation', 'Sub-Saharan Africa']","['bank risk', 'financial inclusion', 'fintech', 'regulation', 'sub-saharan africa']","Fintech-based financial inclusion and banks' risk-taking: the role of regulation in Sub-Saharan Africa Purpose: The study examines the role of regulation in the fintech-based financial inclusion (FBFI)–risk-taking nexus in the Sub-Saharan African (SSA) region. Design/methodology/approach: Using a sample of 10 countries in SSA over the period 2014 to 2021, the study employed the fixed-effect regression model and the two-step generalized method of moments (GMM) estimator. Findings: The results show that FBFI mitigates commercial banks risk-taking in SSA. But as FBFI progresses, the association takes the shape of an inverted U, increasing risks initially and decreasing them later on. Effective supervision and regulatory quality, in particular, are essential in moderating this relationship by offsetting the adverse consequences of FBFI in its early stages. Research limitations/implications: First, while our sample is limited to banks in ten SSA countries, future studies could extend the sample size, enabling more explicit generalization of the results. Second, the FBFI–bank risk nexus can be explored further by comparing diverse forms of fintech participation, such as fintech company investment, fintech technology investment, cooperation with specific fintech service providers and cooperation with Internet giants. Practical implications: Policymakers, banks and fintech companies should collaborate to certify the sustainable utilization of fintech tools to ensure financial inclusion. Policymakers should craft policies that encourage effective supervision and regulatory quality of fintechs since they reduce banks' risk-taking practices, which usually have positive effect on the economy. Originality/value: The study adds value to the debate on the role of regulation on the FBFI–risk-taking nexus, taking into account countries that are at different levels of development.",2024,13,10.1108/JEAS-11-2023-0304,Chinoda T.,Journal of Economic and Administrative Sciences,2-s2.0-85197919422,0.31677015892757,27
Digital Inclusion and Financial Inclusion: Evidence from Peer-to-Peer Lending,"We explore whether digital inclusion, a public policy designed to provide high-speed internet infrastructure for historically digitally excluded populations, is associated with the social and ethical challenge of financial inclusion. Using evidence from a sizable P2P lender in the U.S., we document that digital inclusion is positively associated with P2P lending penetration and that this relation is more pronounced in counties with limited commercial bank loan penetration and higher minority populations. Our new evidence from cross-sectional tests suggests that digital inclusion plays a key role in financial inclusion, particularly in regions with more vulnerable and/or underserved populations. In consequence tests, we document that high-risk borrowing is less likely to be denied in counties with higher digital inclusion and that digital inclusion is positively associated with P2P lending efficiency in the form of more repeated borrowing, decreased funding time, and improved funding fulfillment. In addition, we show that the availability of alternative information, a plausible channel through which digital inclusion is related to financial inclusion, is positively associated with efficiency in P2P lending. Our findings indicate that digital inclusion can empower financial service providers and other stakeholders to collaboratively fulfill their ethical and social responsibilities to meet the financial needs of historically marginalized groups.","['Alternative information', 'Digital inclusion', 'Ethics', 'Financial inclusion', 'FinTech', 'Peer-to-peer lending', 'Public policy', 'Social responsibilities']","['alternative information', 'digital inclusion', 'ethics', 'financial inclusion', 'fintech', 'peer-to-peer lending', 'public policy', 'social responsibilities']","Digital Inclusion and Financial Inclusion: Evidence from Peer-to-Peer Lending We explore whether digital inclusion, a public policy designed to provide high-speed internet infrastructure for historically digitally excluded populations, is associated with the social and ethical challenge of financial inclusion. Using evidence from a sizable P2P lender in the U.S., we document that digital inclusion is positively associated with P2P lending penetration and that this relation is more pronounced in counties with limited commercial bank loan penetration and higher minority populations. Our new evidence from cross-sectional tests suggests that digital inclusion plays a key role in financial inclusion, particularly in regions with more vulnerable and/or underserved populations. In consequence tests, we document that high-risk borrowing is less likely to be denied in counties with higher digital inclusion and that digital inclusion is positively associated with P2P lending efficiency in the form of more repeated borrowing, decreased funding time, and improved funding fulfillment. In addition, we show that the availability of alternative information, a plausible channel through which digital inclusion is related to financial inclusion, is positively associated with efficiency in P2P lending. Our findings indicate that digital inclusion can empower financial service providers and other stakeholders to collaboratively fulfill their ethical and social responsibilities to meet the financial needs of historically marginalized groups.",2025,19,10.1007/s10551-024-05689-w,Jia X.,Journal of Business Ethics,2-s2.0-85193368487,0.3174415313443807,28
Innovative Credit Risk Assessment: Leveraging Social Media Data for Inclusive Credit Scoring in Indonesia’s Fintech Sector,"The financial technology domain has undertaken significant strides toward more inclusive credit scoring systems by integrating alternative data sources, prompting an exploration of how we can further simplify the process of efficiently assessing creditworthiness for the younger generation who lack traditional credit histories and collateral assets. This study introduces a novel approach leveraging social media analytics and advanced machine learning techniques to assess the creditworthiness of individuals without traditional credit histories and collateral assets. Conventional credit scoring methods tend to rely heavily on central bank credit information, especially traditional collateral assets such as property or savings accounts. We leverage demographics, personality, psycholinguistics, and social network data from LinkedIn profiles to develop predictive models for a comprehensive financial reliability assessment. Our credit scoring methods propose scoring models to produce continuous credit scores and classification models to categorize potential borrowers—particularly young individuals lacking traditional credit histories or collateral assets—as either good or bad credit risks based on expert judgment thresholds. This innovative approach questions conventional financial evaluation methods and enhances access to credit for marginalized communities. The research question addressed in this study is how to develop a credit scoring mechanism using social media data. This research contributes to the advancing fintech landscape by presenting a framework that has the potential to transform credit scoring practices to adapt to modern economic activities and digital footprints.","['alternative data Sources', 'credit scoring', 'creditworthiness', 'financial inclusion', 'financial technology', 'social media analytics']","['alternative data sources', 'credit scoring', 'creditworthiness', 'financial inclusion', 'financial technology', 'social media analytics']","Innovative Credit Risk Assessment: Leveraging Social Media Data for Inclusive Credit Scoring in Indonesia’s Fintech Sector The financial technology domain has undertaken significant strides toward more inclusive credit scoring systems by integrating alternative data sources, prompting an exploration of how we can further simplify the process of efficiently assessing creditworthiness for the younger generation who lack traditional credit histories and collateral assets. This study introduces a novel approach leveraging social media analytics and advanced machine learning techniques to assess the creditworthiness of individuals without traditional credit histories and collateral assets. Conventional credit scoring methods tend to rely heavily on central bank credit information, especially traditional collateral assets such as property or savings accounts. We leverage demographics, personality, psycholinguistics, and social network data from LinkedIn profiles to develop predictive models for a comprehensive financial reliability assessment. Our credit scoring methods propose scoring models to produce continuous credit scores and classification models to categorize potential borrowers—particularly young individuals lacking traditional credit histories or collateral assets—as either good or bad credit risks based on expert judgment thresholds. This innovative approach questions conventional financial evaluation methods and enhances access to credit for marginalized communities. The research question addressed in this study is how to develop a credit scoring mechanism using social media data. This research contributes to the advancing fintech landscape by presenting a framework that has the potential to transform credit scoring practices to adapt to modern economic activities and digital footprints.",2025,22,10.3390/jrfm18020074,Alamsyah A.,Journal of Risk and Financial Management,2-s2.0-85218867301,0.31890399906968003,29
Financial inclusion based on financial technology and risky behaviour of micro-finance institutes: evidence from South Asian micro-finance banks,"Purpose: The purpose of this paper financial technology (FinTech) revolutions are promptly remodelling the worldwide financial industry and facilitating financial inclusion initiatives with the aid of micro-finance institutions. Such hi-tech modifications are anticipated to sell the stableness of the financial system and lessen its predominant actors’ risk-taking behaviour. However, there needs to be more practical proof to guide the effect of financial inclusion based on financial technology on the risky behaviour of South Asia micro-finance institutes. Design/methodology/approach: Therefore, the authors industrialised a fresh index to calculate financial inclusion based on financial technology and empirically measure its position in decreasing the risk-taking approach of micro-finance institutes. The use of numerous robustness examinations endorsed the rationality of the authors’ outcomes. Findings: Z-scoring or standard scoring outcomes of FinInc support the extant studies displaying its incredible connection with economic stability, which interprets as a terrible courting with risky behaviour of micro-finance institutes. Consequently, the authors highlighted the significance of the universality and openness of financial technology solutions in minimising risk of micro-finance institutes. Moreover, the authors concluded that financial technology is greater related to small-size micro-finance institutes. Originality/value: This study currently focusing South Asia, which has not been explored before, and it is the first time to research financial inclusion with Fintech in this area.","['Financial inclusion', 'FinTech', 'Micro-finance institutes', 'Risky behaviour', 'South Asia']","['financial inclusion', 'fintech', 'micro-finance institutes', 'risky behaviour', 'south asia']","Financial inclusion based on financial technology and risky behaviour of micro-finance institutes: evidence from South Asian micro-finance banks Purpose: The purpose of this paper financial technology (FinTech) revolutions are promptly remodelling the worldwide financial industry and facilitating financial inclusion initiatives with the aid of micro-finance institutions. Such hi-tech modifications are anticipated to sell the stableness of the financial system and lessen its predominant actors’ risk-taking behaviour. However, there needs to be more practical proof to guide the effect of financial inclusion based on financial technology on the risky behaviour of South Asia micro-finance institutes. Design/methodology/approach: Therefore, the authors industrialised a fresh index to calculate financial inclusion based on financial technology and empirically measure its position in decreasing the risk-taking approach of micro-finance institutes. The use of numerous robustness examinations endorsed the rationality of the authors’ outcomes. Findings: Z-scoring or standard scoring outcomes of FinInc support the extant studies displaying its incredible connection with economic stability, which interprets as a terrible courting with risky behaviour of micro-finance institutes. Consequently, the authors highlighted the significance of the universality and openness of financial technology solutions in minimising risk of micro-finance institutes. Moreover, the authors concluded that financial technology is greater related to small-size micro-finance institutes. Originality/value: This study currently focusing South Asia, which has not been explored before, and it is the first time to research financial inclusion with Fintech in this area.",2023,7,10.1108/DPRG-12-2022-0149,Hussain S.,Digital Policy Regulation and Governance,2-s2.0-85161873257,0.3193074275801999,30
Entrepreneurial Risk and Digital Financial Inclusion: A Cross-Country Analysis,"The inception of financial technologies (Fintech) has enabled expanded use of financial services. Fintech contributes to financial inclusion and by doing so provides impacts on income inequality, poverty and economic growth. A prospective route of influence exerted by Fintech is to assist economic agents in taking entrepreneurial risks. The purpose of this study was to investigate the impact of digital financial inclusion, as enhanced by FinTech, on entrepreneurial risk. An index for measuring levels of digital financial inclusion was constructed based on variation patterns in several indicators of digital activities. A cross-country model was proposed that relates entrepreneurial risk to digital financial inclusion as well as to a variety of other economic and social factors. Estimation results based on a panel of countries show that digital financial inclusion (0.265), institutional quality (0.169), per capita GDP (0.0456) and education (0.0475) have positive and significant effects on entrepreneurial risk. In contrast, time required to start a business (−0.136) and effective tax rates on capital (−0.494) provide negative and significant effects. In addition, a significant quadratic relationship between entrepreneurial risk and remittances (employee compensation and personal transfers) was found.","['bootstrap', 'cross-country analysis', 'entrepreneurial risk', 'financial inclusion', 'panel data']","['bootstrap', 'cross-country analysis', 'entrepreneurial risk', 'financial inclusion', 'panel data']","Entrepreneurial Risk and Digital Financial Inclusion: A Cross-Country Analysis The inception of financial technologies (Fintech) has enabled expanded use of financial services. Fintech contributes to financial inclusion and by doing so provides impacts on income inequality, poverty and economic growth. A prospective route of influence exerted by Fintech is to assist economic agents in taking entrepreneurial risks. The purpose of this study was to investigate the impact of digital financial inclusion, as enhanced by FinTech, on entrepreneurial risk. An index for measuring levels of digital financial inclusion was constructed based on variation patterns in several indicators of digital activities. A cross-country model was proposed that relates entrepreneurial risk to digital financial inclusion as well as to a variety of other economic and social factors. Estimation results based on a panel of countries show that digital financial inclusion (0.265), institutional quality (0.169), per capita GDP (0.0456) and education (0.0475) have positive and significant effects on entrepreneurial risk. In contrast, time required to start a business (−0.136) and effective tax rates on capital (−0.494) provide negative and significant effects. In addition, a significant quadratic relationship between entrepreneurial risk and remittances (employee compensation and personal transfers) was found.",2023,10,10.1111/1759-3441.12399,Konou C.M.,Economic Papers,2-s2.0-85164596812,0.31950287564343705,31
Does Fintech-Driven Inclusive Finance Induce Bank Profitability? Empirical Evidence from Developing Countries,"This study explores the effect of fintech-driven inclusive finance on the profitability of banks using an unbalanced panel dataset from 660 banks across 40 developing countries between 2011 and 2021. We start with a fixed-effect estimate and subsequently validate our main findings using two-stage least squares (2SLS-IV), two-step system generalized method of moments (GMM), and generalized least squares (GLS) methodologies. Our analysis centers on three key profitability metrics: ROA, ROE, and NIM. Our findings suggest that fintech-backed inclusive finance boosts ROA by 9.10%, ROE by 18.87%, and NIM by 7.98%, highlighting the growing importance of mobile, internet, and agent banking in these nations. We also note that large banks benefit more from inclusive finance than small ones. Additionally, conventional banks see a more marked improvement in profitability than Islamic and savings banks. The relationship between inclusive finance and bank profitability is stronger in countries with higher GDP growth and those actively advancing financial inclusion through fintech, compared to countries with slower GDP growth and less emphasis on financial inclusion. When examining the interaction effects, the COVID-19 pandemic has further emphasized the positive connection between fintech and bank profitability. This suggests that fintech-driven inclusive finance can play a role in enhancing bank profitability, even in challenging times like the COVID-19 period. The transition towards fintech, however, mandates substantial investments, enhanced financial literacy, and heightened customer security, presenting persistent challenges for governments, policymakers, regulators, and financial institutions.","['bank profitability', 'developing countries', 'fintech', 'inclusive finance']","['bank profitability', 'developing countries', 'fintech', 'inclusive finance']","Does Fintech-Driven Inclusive Finance Induce Bank Profitability? Empirical Evidence from Developing Countries This study explores the effect of fintech-driven inclusive finance on the profitability of banks using an unbalanced panel dataset from 660 banks across 40 developing countries between 2011 and 2021. We start with a fixed-effect estimate and subsequently validate our main findings using two-stage least squares (2SLS-IV), two-step system generalized method of moments (GMM), and generalized least squares (GLS) methodologies. Our analysis centers on three key profitability metrics: ROA, ROE, and NIM. Our findings suggest that fintech-backed inclusive finance boosts ROA by 9.10%, ROE by 18.87%, and NIM by 7.98%, highlighting the growing importance of mobile, internet, and agent banking in these nations. We also note that large banks benefit more from inclusive finance than small ones. Additionally, conventional banks see a more marked improvement in profitability than Islamic and savings banks. The relationship between inclusive finance and bank profitability is stronger in countries with higher GDP growth and those actively advancing financial inclusion through fintech, compared to countries with slower GDP growth and less emphasis on financial inclusion. When examining the interaction effects, the COVID-19 pandemic has further emphasized the positive connection between fintech and bank profitability. This suggests that fintech-driven inclusive finance can play a role in enhancing bank profitability, even in challenging times like the COVID-19 period. The transition towards fintech, however, mandates substantial investments, enhanced financial literacy, and heightened customer security, presenting persistent challenges for governments, policymakers, regulators, and financial institutions.",2023,19,10.3390/jrfm16100457,Zheng C.,Journal of Risk and Financial Management,2-s2.0-85175579276,0.3220203009496727,32
Consumer lending efficiency: commercial banks versus a fintech lender,"Fintechs are believed to help expand credit access to underserved consumers without taking on additional risk. We compare the performance efficiency of LendingClub’s unsecured personal loans with similar loans originated by banks. Using stochastic frontier estimation, we decompose the observed nonperforming loan (NPL) ratio into three components: the best-practice minimum NPL ratio, the excess NPL ratio, and a statistical noise, the former two of which reflect the lender’s inherent credit risk and lending inefficiency, respectively. As of 2013 and 2016, we find that the higher NPL ratios at the largest banks are driven by inherent credit risk, rather than lending inefficiency. Smaller banks are less efficient. In addition, as of 2013, LendingClub’s observed NPL ratio and lending efficiency were in line with banks with similar lending volume. However, its lending efficiency improved significantly from 2013 to 2016. As of 2016, LendingClub’s performance resembled the largest banks – consistent with an argument that its increased use of alternative data and AI/ML may have improved its credit risk assessment capacity above and beyond its peers using traditional approaches. Furthermore, we also investigate capital market incentives for lenders to take credit risk. Market value regression using the NPL ratio suggests that market discipline provides incentives to make less risky consumer loans. However, the regression using two decomposed components (inherent credit risk and lending inefficiency) tells a deeper underlying story: market value is significantly positively related to inherent credit risk at most banks, whereas it is significantly negatively related to lending inefficiency at most banks. Market discipline appears to reward exposure to inherent credit risk and punish inefficient lending.","['Credit risk management', 'Fintech', 'Lending efficiency', 'LendingClub', 'Marketplace lending', 'P2P lending']","['credit risk management', 'fintech', 'lending efficiency', 'lendingclub', 'marketplace lending', 'p2p lending']","Consumer lending efficiency: commercial banks versus a fintech lender Fintechs are believed to help expand credit access to underserved consumers without taking on additional risk. We compare the performance efficiency of LendingClub’s unsecured personal loans with similar loans originated by banks. Using stochastic frontier estimation, we decompose the observed nonperforming loan (NPL) ratio into three components: the best-practice minimum NPL ratio, the excess NPL ratio, and a statistical noise, the former two of which reflect the lender’s inherent credit risk and lending inefficiency, respectively. As of 2013 and 2016, we find that the higher NPL ratios at the largest banks are driven by inherent credit risk, rather than lending inefficiency. Smaller banks are less efficient. In addition, as of 2013, LendingClub’s observed NPL ratio and lending efficiency were in line with banks with similar lending volume. However, its lending efficiency improved significantly from 2013 to 2016. As of 2016, LendingClub’s performance resembled the largest banks – consistent with an argument that its increased use of alternative data and AI/ML may have improved its credit risk assessment capacity above and beyond its peers using traditional approaches. Furthermore, we also investigate capital market incentives for lenders to take credit risk. Market value regression using the NPL ratio suggests that market discipline provides incentives to make less risky consumer loans. However, the regression using two decomposed components (inherent credit risk and lending inefficiency) tells a deeper underlying story: market value is significantly positively related to inherent credit risk at most banks, whereas it is significantly negatively related to lending inefficiency at most banks. Market discipline appears to reward exposure to inherent credit risk and punish inefficient lending.",2022,46,10.1186/s40854-021-00326-1,Hughes J.P.,Financial Innovation,2-s2.0-85128599091,0.3221744550030242,33
FinTech and Financial Inclusion: Exploring the Mediating Role of Digital Financial Literacy and the Moderating Influence of Perceived Regulatory Support,"Exploring the potential of financial technology (FinTech) to promote financial inclusion is the aim of this research. This study concentrated on understanding why people use FinTech and how it affects their access to financial services by taking into account the mediating role of digital financial literacy and the moderating effect of perceived regulatory support. This study used partial least squares structural equation modeling (PLS-SEM) for testing the research model by collecting data from 608 FinTech users in India. The results revealed the role of trust, service quality, and perceived security are essential in promoting the utilization of FinTech services. This study also demonstrated that FinTech positively impacts financial inclusion, making it easier for individuals to get into formal financial services. Furthermore, digital financial literacy emerged as an important mediator between FinTech use and financial inclusion. The research also confirmed that perceived regulatory support has a significant moderation influence on the relationship between FinTech and financial inclusion. This research would contribute to advancing theoretical frameworks and offer practical advice for policymakers and FinTech companies to make financial services more inclusive.","['digital financial literacy', 'financial inclusion', 'FinTech', 'perceived regulatory support']","['digital financial literacy', 'financial inclusion', 'fintech', 'perceived regulatory support']","FinTech and Financial Inclusion: Exploring the Mediating Role of Digital Financial Literacy and the Moderating Influence of Perceived Regulatory Support Exploring the potential of financial technology (FinTech) to promote financial inclusion is the aim of this research. This study concentrated on understanding why people use FinTech and how it affects their access to financial services by taking into account the mediating role of digital financial literacy and the moderating effect of perceived regulatory support. This study used partial least squares structural equation modeling (PLS-SEM) for testing the research model by collecting data from 608 FinTech users in India. The results revealed the role of trust, service quality, and perceived security are essential in promoting the utilization of FinTech services. This study also demonstrated that FinTech positively impacts financial inclusion, making it easier for individuals to get into formal financial services. Furthermore, digital financial literacy emerged as an important mediator between FinTech use and financial inclusion. The research also confirmed that perceived regulatory support has a significant moderation influence on the relationship between FinTech and financial inclusion. This research would contribute to advancing theoretical frameworks and offer practical advice for policymakers and FinTech companies to make financial services more inclusive.",2024,108,10.3390/jrfm17030108,Amnas M.B.,Journal of Risk and Financial Management,2-s2.0-85189169639,0.3236077181260695,34
"Fintech use, digital divide and financial inclusion","Purpose: Financial Technology (FinTech) innovations enable the provision of financial services to many unbanked across the world by increasing access. The key role of FinTech to drive financial inclusion however suffers significant impediments including the digital divide. Nevertheless, there is paucity of elaborate theories on financial inclusion while extant literature on FinTech only identify factors that drive its acceptance and use with little attention to inhibitors such as the digital divide. This study aims to investigate the impact of FinTech usage on financial inclusion amid the digital divide. Design/methodology/approach: This study uses the unified theory of acceptance and use of technology (UTAUT2) and the model of digital inequality. A structural equation modeling technique is applied to data collected from 282 respondents in an online survey. Findings: The findings confirm a positive influence of FinTech use on financial inclusion as well as the influence of performance expectancy and facilitating conditions on behavioral intentions. The results also show that digital divide measured with access, resource and force moderate the use of FinTech. Originality/value: This study presents a theoretical model which is unique given that UTAUT2 was combined with digital divide moderators from the model of digital inequality to explain how FinTech usage impacts on financial inclusion. Addressing the research questions has led several theoretical contributions including the extension of the applicability of UTAUT2.","['Digital divide', 'Digital inequality', 'Financial inclusion', 'FinTech', 'UTAUT2']","['digital divide', 'digital inequality', 'financial inclusion', 'fintech', 'utaut2']","Fintech use, digital divide and financial inclusion Purpose: Financial Technology (FinTech) innovations enable the provision of financial services to many unbanked across the world by increasing access. The key role of FinTech to drive financial inclusion however suffers significant impediments including the digital divide. Nevertheless, there is paucity of elaborate theories on financial inclusion while extant literature on FinTech only identify factors that drive its acceptance and use with little attention to inhibitors such as the digital divide. This study aims to investigate the impact of FinTech usage on financial inclusion amid the digital divide. Design/methodology/approach: This study uses the unified theory of acceptance and use of technology (UTAUT2) and the model of digital inequality. A structural equation modeling technique is applied to data collected from 282 respondents in an online survey. Findings: The findings confirm a positive influence of FinTech use on financial inclusion as well as the influence of performance expectancy and facilitating conditions on behavioral intentions. The results also show that digital divide measured with access, resource and force moderate the use of FinTech. Originality/value: This study presents a theoretical model which is unique given that UTAUT2 was combined with digital divide moderators from the model of digital inequality to explain how FinTech usage impacts on financial inclusion. Addressing the research questions has led several theoretical contributions including the extension of the applicability of UTAUT2.",2022,68,10.1108/DPRG-09-2021-0111,Odei-Appiah S.,Digital Policy Regulation and Governance,2-s2.0-85139096377,0.3241114825559297,35
How Does Fintech Affect the Development of the Digital Economy? Evidence from India,"Fintech, or financial technology, significantly enhances India’s financial sector on a global scale. As a substantial driver of the nation’s sustained economic growth, the digital economy has rapidly taken shape. This study employs the CRITIC technique to rigorously analyze fintech and digital economy indicators across India’s 28 states from 2010 to 2022. Through this analysis, the research elucidates the complex relationships and interdependencies between fintech and the digital economy. The findings indicate that fintech plays a critical role in shaping India’s digital landscape, facilitating technological innovation, and reducing financial decentralization at the local government level. Furthermore, the study reveals a compelling phenomenon wherein regional financial regulatory resources act as a positive moderator in enhancing the impact of fintech on the digital economy. Specifically, greater availability of regulatory resources amplifies fintech’s contributions, with this moderating effect being most pronounced in more developed financial hubs. By integrating theories of innovation diffusion, financial inclusion, technology acceptance, and economic growth into a comprehensive theoretical framework, this research provides valuable insights into the transformative potential of fintech in India’s digital economy. While this analysis enriches the existing literature on fintech and digital economic growth, we acknowledge certain limitations, including potential biases in data collection and the exclusive focus on the Indian context. Future research should aim to investigate broader implications across diverse socio-economic landscapes to further enhance our understanding of fintech’s role in promoting economic growth, advancing financial inclusion, and shaping regulatory dynamics.","['Digital economy', 'Financial inclusion', 'Fintech', 'Regulatory resources', 'Technological innovation']","['digital economy', 'financial inclusion', 'fintech', 'regulatory resources', 'technological innovation']","How Does Fintech Affect the Development of the Digital Economy? Evidence from India Fintech, or financial technology, significantly enhances India’s financial sector on a global scale. As a substantial driver of the nation’s sustained economic growth, the digital economy has rapidly taken shape. This study employs the CRITIC technique to rigorously analyze fintech and digital economy indicators across India’s 28 states from 2010 to 2022. Through this analysis, the research elucidates the complex relationships and interdependencies between fintech and the digital economy. The findings indicate that fintech plays a critical role in shaping India’s digital landscape, facilitating technological innovation, and reducing financial decentralization at the local government level. Furthermore, the study reveals a compelling phenomenon wherein regional financial regulatory resources act as a positive moderator in enhancing the impact of fintech on the digital economy. Specifically, greater availability of regulatory resources amplifies fintech’s contributions, with this moderating effect being most pronounced in more developed financial hubs. By integrating theories of innovation diffusion, financial inclusion, technology acceptance, and economic growth into a comprehensive theoretical framework, this research provides valuable insights into the transformative potential of fintech in India’s digital economy. While this analysis enriches the existing literature on fintech and digital economic growth, we acknowledge certain limitations, including potential biases in data collection and the exclusive focus on the Indian context. Future research should aim to investigate broader implications across diverse socio-economic landscapes to further enhance our understanding of fintech’s role in promoting economic growth, advancing financial inclusion, and shaping regulatory dynamics.",2025,4,10.1007/s13132-024-02547-y,Sreenu N.,Journal of the Knowledge Economy,2-s2.0-105007899587,0.3244760277496911,36
The Impact of FinTech Adoption on Traditional Financial Inclusion in Sub-Saharan Africa,"This study investigates the impact of FinTech adoption on traditional financial inclusion in 22 countries in sub-Saharan Africa (SSA). The study utilizes the World Bank’s World Development Indicators data and the International Monetary Fund’s Financial Access Survey data. This study employed Principal Component Analysis (PCA) to construct the dimensions of traditional financial inclusion and the overall financial inclusion index. Applying the Generalized Method of Moments estimation technique to annual data spanning from 2004 to 2022, the findings show that FinTech has a negative and statistically significant effect on the geographic and usage dimensions. However, it has a positive and statistically significant impact on the demographic dimension and the overall traditional financial inclusion index. These findings indicate that FinTech does not have a detrimental impact on traditional financial inclusion, which is contrary to the findings of other studies. Therefore, in order to enhance the degree of financial inclusion in SSA, it is important for traditional financial inclusion to effectively utilize FinTech.","['FinTech', 'Generalized Method of Moments', 'Principal Component Analysis', 'traditional financial inclusion']","['fintech', 'generalized method of moments', 'principal component analysis', 'traditional financial inclusion']","The Impact of FinTech Adoption on Traditional Financial Inclusion in Sub-Saharan Africa This study investigates the impact of FinTech adoption on traditional financial inclusion in 22 countries in sub-Saharan Africa (SSA). The study utilizes the World Bank’s World Development Indicators data and the International Monetary Fund’s Financial Access Survey data. This study employed Principal Component Analysis (PCA) to construct the dimensions of traditional financial inclusion and the overall financial inclusion index. Applying the Generalized Method of Moments estimation technique to annual data spanning from 2004 to 2022, the findings show that FinTech has a negative and statistically significant effect on the geographic and usage dimensions. However, it has a positive and statistically significant impact on the demographic dimension and the overall traditional financial inclusion index. These findings indicate that FinTech does not have a detrimental impact on traditional financial inclusion, which is contrary to the findings of other studies. Therefore, in order to enhance the degree of financial inclusion in SSA, it is important for traditional financial inclusion to effectively utilize FinTech.",2024,15,10.3390/risks12070115,Kamara A.K.,Risks,2-s2.0-85199579271,0.32466671764349697,37
The impact of bank FinTech on commercial banks' risk-taking in China,"FinTech has facilitated the digital transformation of commercial banks, but it has also impacted their micro-risk-taking. This paper investigates the relationship between bank FinTech and micro-risks of commercial banks, including credit, liquidity, and insolvency risks. To overcome the shortcomings of the existing measurements of bank FinTech, this paper establishes an index that covers 148 commercial banks based on their annual financial reports from 2007 to 2019 by using text mining. In addition, this work discusses the heterogeneity of ownership and influence channels. The following conclusions emerge: (1) innovation and the application of bank FinTech increase bank credit and liquidity risks but reduce insolvency risk; (2) Considering ownerships, bank FinTech in state-owned commercial banks enables credit risk to be controlled effectively, whereas it in joint-stock commercial banks brings higher liquidity risk and lower insolvency risk. (3) Technological application in bank FinTech can help banks to reduce insolvency risk, while business innovation in bank FinTech can exacerbate liquidity risk. This paper adds theoretical and empirical evidence on the role of FinTech in banks' risk-taking. And it concludes with recommendations for banking regulation and the development of commercial banks.","['Commercial banks', 'Financial regulation', 'FinTech', 'Micro-risks', 'Risk-taking']","['commercial banks', 'financial regulation', 'fintech', 'micro-risks', 'risk-taking']","The impact of bank FinTech on commercial banks' risk-taking in China FinTech has facilitated the digital transformation of commercial banks, but it has also impacted their micro-risk-taking. This paper investigates the relationship between bank FinTech and micro-risks of commercial banks, including credit, liquidity, and insolvency risks. To overcome the shortcomings of the existing measurements of bank FinTech, this paper establishes an index that covers 148 commercial banks based on their annual financial reports from 2007 to 2019 by using text mining. In addition, this work discusses the heterogeneity of ownership and influence channels. The following conclusions emerge: (1) innovation and the application of bank FinTech increase bank credit and liquidity risks but reduce insolvency risk; (2) Considering ownerships, bank FinTech in state-owned commercial banks enables credit risk to be controlled effectively, whereas it in joint-stock commercial banks brings higher liquidity risk and lower insolvency risk. (3) Technological application in bank FinTech can help banks to reduce insolvency risk, while business innovation in bank FinTech can exacerbate liquidity risk. This paper adds theoretical and empirical evidence on the role of FinTech in banks' risk-taking. And it concludes with recommendations for banking regulation and the development of commercial banks.",2023,90,10.1016/j.irfa.2023.102944,Wu X.,International Review of Financial Analysis,2-s2.0-85171850855,0.3255266000661262,38
