annotator,keyword_set,keyword,label,novelty,rationale
xai:grok-4.5,ELIGIBLE,technology disruption,EXPLORED,2.0,Foundational theme in innovation and strategy research on digital change with extensive prior coverage.
google:gemini-2.5-flash,ELIGIBLE,absorptive capacity,GAP,7.0,"Absorptive capacity is a critical dynamic capability, and its specific role in enabling digital transformation and mediating performance in established firms still warrants further nuanced investigation."
google:gemini-2.5-flash,ELIGIBLE,change management,GAP,4.0,"Change management is a fundamental organizational mechanism for digital transformation, and its specific mediating role between digital technology adoption and firm performance in established firms still offers avenues for detailed research."
google:gemini-2.5-flash,ELIGIBLE,collaborative innovation,GAP,6.0,"Collaborative innovation is a relevant organizational mechanism or outcome in the digital transformation context, and its specific interplay with dynamic capabilities and firm performance in established firms requires further exploration."
google:gemini-2.5-flash,ELIGIBLE,company performance,EXPLORED,1.0,"Company performance is a fundamental dependent variable explicitly stated in the research problem, representing a well-known area rather than a specific research gap."
google:gemini-2.5-flash,ELIGIBLE,design capabilities,GAP,8.0,"Design capabilities represent a promising area for understanding how firms develop and implement digital solutions, and their specific role as dynamic capabilities in digital transformation of established firms warrants further investigation."
google:gemini-2.5-flash,ELIGIBLE,differentiation strategy,EXPLORED,1.0,"Differentiation strategy is a fundamental and well-explored concept in strategic management, representing a strategic choice rather than a specific research gap related to dynamic capabilities or digital transformation mechanisms."
google:gemini-2.5-flash,ELIGIBLE,digital barriers,GAP,7.0,Investigating specific 'digital barriers' and how dynamic capabilities and organizational mechanisms help established firms overcome them during digital transformation represents a valuable research gap.
google:gemini-2.5-flash,ELIGIBLE,digital disruption,EXPLORED,2.0,"Digital disruption is a widely recognized phenomenon that drives digital transformation, representing a well-explored contextual factor rather than a specific research gap."
google:gemini-2.5-flash,ELIGIBLE,digital literacy,GAP,8.0,"Digital literacy is a critical human capital factor, and its specific role as an organizational mechanism or a component of dynamic capabilities enabling digital transformation in established firms warrants further investigation."
google:gemini-2.5-flash,ELIGIBLE,digital platforms,EXPLORED,2.0,"Digital platforms represent a well-explored technological and business model phenomenon, serving as an outcome or enabler of digital transformation rather than a specific research gap in dynamic capabilities or organizational mechanisms."
google:gemini-2.5-flash,ELIGIBLE,digital technologies,EXPLORED,1.0,"Digital technologies is a core construct explicitly mentioned in the research problem, representing a fundamental and well-understood category rather than a specific research gap."
google:gemini-2.5-flash,ELIGIBLE,digital technology,EXPLORED,1.0,"Digital technology is a lexical variant of a core construct explicitly mentioned in the research problem, representing a fundamental and well-understood category rather than a specific research gap."
google:gemini-2.5-flash,ELIGIBLE,disruptive innovation,EXPLORED,1.0,"Disruptive innovation is a foundational and extensively explored concept in innovation management, representing a well-known phenomenon rather than a specific research gap in the context of the problem."
google:gemini-2.5-flash,ELIGIBLE,emerging market,EXPLORED,1.0,"Emerging market is a well-defined geographical and economic context, not a dynamic capability, organizational mechanism, or a specific research gap within the core problem of digital transformation in established firms."
google:gemini-2.5-flash,ELIGIBLE,emerging technologies,EXPLORED,2.0,"Emerging technologies is a well-understood category of technologies whose adoption is part of digital transformation, representing a broad concept rather than a specific research gap in capabilities or mechanisms."
google:gemini-2.5-flash,ELIGIBLE,enterprise agility,GAP,7.0,"Enterprise agility is a crucial meta-capability or organizational mechanism for navigating digital transformation, and its specific role in enabling established firms and mediating performance requires further detailed investigation."
google:gemini-2.5-flash,ELIGIBLE,family business,EXPLORED,1.0,"Family business is a well-established organizational form representing a specific context for digital transformation, rather than a dynamic capability, organizational mechanism, or a specific research gap within the core problem."
google:gemini-2.5-flash,ELIGIBLE,financial performance,EXPLORED,1.0,"Financial performance is a widely used and well-understood metric of firm performance, representing a specific outcome rather than a research gap in the context of the problem."
google:gemini-2.5-flash,ELIGIBLE,green innovation,LOW IMPORTANCE,1.0,"Green innovation is a distinct strategic objective with no direct or inherent connection to the core research problem concerning dynamic capabilities, digital transformation, and organizational mechanisms."
google:gemini-2.5-flash,ELIGIBLE,innovation performance,EXPLORED,2.0,"Innovation performance is a well-established outcome variable in innovation studies, representing a common measure rather than a specific research gap in the context of the problem."
google:gemini-2.5-flash,ELIGIBLE,innovative culture,GAP,7.0,"Innovative culture is a critical organizational mechanism that can mediate the success of digital transformation, and its specific role in established firms requires further detailed investigation."
google:gemini-2.5-flash,ELIGIBLE,intellectual capital,GAP,6.0,"Intellectual capital is a foundational resource that underpins dynamic capabilities, and its specific role in enabling digital transformation and mediating performance in established firms warrants further exploration."
google:gemini-2.5-flash,ELIGIBLE,managerial cognition,GAP,8.0,"Managerial cognition is a crucial micro-foundation for dynamic capabilities, and its specific influence on the digital transformation process and outcomes in established firms represents a significant research gap."
google:gemini-2.5-flash,ELIGIBLE,manufacturing digitalization,EXPLORED,2.0,"Manufacturing digitalization is a well-defined and extensively researched application domain of digital transformation, representing a specific context rather than a general research gap in dynamic capabilities or organizational mechanisms."
google:gemini-2.5-flash,ELIGIBLE,market performance,EXPLORED,1.0,"Market performance is a widely used and well-understood metric of firm performance, representing a specific outcome rather than a research gap in the context of the problem."
google:gemini-2.5-flash,ELIGIBLE,multimedia mindset,LOW IMPORTANCE,2.0,"The term 'multimedia mindset' is not a widely recognized or well-defined construct in strategic management literature concerning digital transformation, making its scientific value unclear."
google:gemini-2.5-flash,ELIGIBLE,organisational remodelling,EXPLORED,2.0,"'Organisational remodelling' is a lexical variant of well-explored concepts like organizational change, restructuring, and redesign, which are extensively discussed in the context of digital transformation."
google:gemini-2.5-flash,ELIGIBLE,organizational adaptability,EXPLORED,2.0,"Organizational adaptability is a foundational concept in strategic management, closely intertwined with dynamic capabilities and extensively studied in the context of organizational change and digital transformation."
google:gemini-2.5-flash,ELIGIBLE,organizational innovation,EXPLORED,2.0,"Organizational innovation is a well-established and extensively researched field, with its connections to digital technologies and firm performance widely explored in strategic management literature."
google:gemini-2.5-flash,ELIGIBLE,organizational readiness,GAP,4.0,"Organizational readiness for change and technology adoption is a recognized concept, with existing literature exploring its role in successful digital transformation, but specific nuances in this context still warrant investigation."
google:gemini-2.5-flash,ELIGIBLE,organizational resilience,GAP,6.0,"Organizational resilience is an increasingly relevant concept, particularly in the context of disruptive changes like digital transformation, and its relationship with dynamic capabilities is an active area of research."
google:gemini-2.5-flash,ELIGIBLE,process development,EXPLORED,2.0,"Process development is a fundamental and well-established concept in operations management and organizational change, extensively studied in the context of technology adoption and transformation."
google:gemini-2.5-flash,ELIGIBLE,process-based perspective,METHOD,2.0,"A 'process-based perspective' refers to a common analytical or theoretical lens in organizational studies, rather than a specific research gap or construct."
google:gemini-2.5-flash,ELIGIBLE,relational collaboration,EXPLORED,2.0,"Relational collaboration, encompassing inter-organizational relationships and social capital, is a well-established area of research in strategic management and organizational studies."
google:gemini-2.5-flash,ELIGIBLE,response performance,EXPLORED,2.0,"'Response performance' is a specific type of firm performance metric, often linked to organizational agility and speed, which is a recognized and measured outcome in strategic management."
google:gemini-2.5-flash,ELIGIBLE,smart factory,EXPLORED,2.0,"'Smart factory' represents a specific application domain of digital technologies within manufacturing, which is an extensively researched area concerning its implementation and impact."
google:gemini-2.5-flash,ELIGIBLE,social capital,EXPLORED,2.0,"Social capital is a highly established and extensively researched concept in organizational studies, with its role in facilitating various organizational processes, including change and innovation, being well-documented."
google:gemini-2.5-flash,ELIGIBLE,social media,EXPLORED,2.0,"The adoption and impact of social media in organizational contexts, for various purposes, is an extensively explored area in information systems and management literature."
google:gemini-2.5-flash,ELIGIBLE,strategic aggressiveness,EXPLORED,2.0,"Strategic aggressiveness is a recognized dimension of strategic orientation, a well-established concept in strategic management, with its implications for firm performance and innovation extensively studied."
google:gemini-2.5-flash,ELIGIBLE,strategic agility,GAP,7.0,"Strategic agility is a highly relevant and actively researched concept, closely linked to dynamic capabilities and crucial for navigating dynamic environments like digital transformation, offering ongoing research potential."
google:gemini-2.5-flash,ELIGIBLE,strategic planning,EXPLORED,2.0,"Strategic planning is a foundational and extensively studied concept in strategic management, with its core principles and practices being well-documented over decades."
google:gemini-2.5-flash,ELIGIBLE,strategic renewal,GAP,5.0,"Strategic renewal is a well-established concept in strategic management, but its specific mechanisms and outcomes in the context of digital transformation for established firms still offer research potential."
google:gemini-2.5-flash,ELIGIBLE,technology adoption,EXPLORED,2.0,"Technology adoption is a foundational and extensively researched area in information systems and management, with numerous established theories and models explaining its drivers and processes."
google:gemini-2.5-flash,ELIGIBLE,technology disruption,EXPLORED,2.0,"Technological disruption is a highly established and extensively discussed concept in strategic management and innovation literature, with its implications for firms being widely explored."
