title,abstract,author_keywords,keywords_normalized,combined_text,year,citations,doi,authors,source,eid,query_distance,rank
Linking manufacturing digitalization and technological Innovation: The mediating role of dynamic capabilities,"Amid the expanding digital economy and the progression of Industry 4.0 initiatives, both industry professionals and academic researchers are increasingly focused on unraveling the mechanisms by which manufacturing digitalization drives technological innovation. Build upon the resource-based view and dynamic capability theory, this study develops a theoretical framework and proposes research hypotheses to investigate how manufacturing digitalization and dynamic capabilities influence technological innovation, with particular attention to product and process innovation. Analyzing survey data from 276 manufacturing firms located in the first national-level pilot cities for digital transformation in China, structural equation modeling results reveal that: (1) digitalization within manufacturing firms can significantly promote both product and process innovation; (2) dynamic capabilities play a mediating role in linking manufacturing digitalization with technological innovation. Specifically, dynamic capabilities partially mediate the relationship between manufacturing digitalization and process innovation, and serve as a full mediator in its impact on product innovation. These findings provide theoretical insights and practical implications, helping manufacturing firms better recognize the strategic value of digitalization and dynamic capabilities in enhancing technological innovation through digital transformation.","['Dynamic capabilities', 'Manufacturing digitalization', 'Manufacturing firms', 'Technological innovation']","['dynamic capabilities', 'manufacturing digitalization', 'manufacturing firms', 'technological innovation']","Linking manufacturing digitalization and technological Innovation: The mediating role of dynamic capabilities Amid the expanding digital economy and the progression of Industry 4.0 initiatives, both industry professionals and academic researchers are increasingly focused on unraveling the mechanisms by which manufacturing digitalization drives technological innovation. Build upon the resource-based view and dynamic capability theory, this study develops a theoretical framework and proposes research hypotheses to investigate how manufacturing digitalization and dynamic capabilities influence technological innovation, with particular attention to product and process innovation. Analyzing survey data from 276 manufacturing firms located in the first national-level pilot cities for digital transformation in China, structural equation modeling results reveal that: (1) digitalization within manufacturing firms can significantly promote both product and process innovation; (2) dynamic capabilities play a mediating role in linking manufacturing digitalization with technological innovation. Specifically, dynamic capabilities partially mediate the relationship between manufacturing digitalization and process innovation, and serve as a full mediator in its impact on product innovation. These findings provide theoretical insights and practical implications, helping manufacturing firms better recognize the strategic value of digitalization and dynamic capabilities in enhancing technological innovation through digital transformation.",2025,16,10.1016/j.techsoc.2025.103041,Chen W.,Technology in Society,2-s2.0-105013551391,0.2925107068520889,24
"Enterprise Digital Transformation, Dynamic Capabilities, and ESG Performance: Based on Data From Listed Chinese Companies","Digital transformation improves the operational efficiency and perceptual capabilities of businesses and creates a foundation for fulfilling ESG responsibilities. The authors use the theories of technological innovation and dynamic capabilities and select a sample of 4054 listed companies with commercial integration of ESG rating data to explore the mechanisms through which digital transformation affects ESG performance. Dynamic capabilities are further divided into innovation changeability (IT), coordination integration capability (CI), and learning absorption capability (LA) to investigate the mediating effects and summarize the causal path of “digital transformation - dynamic capabilities - ESG performance.” The research focuses on the impact of digital technology on ESG performance with the aim of helping businesses utilize technology more effectively to build dual competitive advantages in digitization and ESG.","['Digital Transformation', 'Dynamic Capabilities', 'ESG']","['digital transformation', 'dynamic capabilities', 'esg']","Enterprise Digital Transformation, Dynamic Capabilities, and ESG Performance: Based on Data From Listed Chinese Companies Digital transformation improves the operational efficiency and perceptual capabilities of businesses and creates a foundation for fulfilling ESG responsibilities. The authors use the theories of technological innovation and dynamic capabilities and select a sample of 4054 listed companies with commercial integration of ESG rating data to explore the mechanisms through which digital transformation affects ESG performance. Dynamic capabilities are further divided into innovation changeability (IT), coordination integration capability (CI), and learning absorption capability (LA) to investigate the mediating effects and summarize the causal path of “digital transformation - dynamic capabilities - ESG performance.” The research focuses on the impact of digital technology on ESG performance with the aim of helping businesses utilize technology more effectively to build dual competitive advantages in digitization and ESG.",2024,53,10.4018/JGIM.335905,Zhang L.,Journal of Global Information Management,2-s2.0-85182887827,0.2934044939371042,25
"Managing Technological Innovation: Dynamic Capabilities, Collaborative Innovation, and Born-Digital SMEs' Performance","In contrast to the digital transformation of the incumbents, born-digital small- and medium-sized enterprises (SMEs) embrace digital logic in the organization's design, processes, and governance from the very start. So far, scholars have focused on the digital transformation of the incumbents; thus, little is known about how dynamic capabilities, collaborative innovation, and firm performance interact in the context of born-digital SMEs - a new generation of digital firms with no legacy of the incumbent firm. Therefore, the study's research question is how dynamic capabilities and collaborative innovation affect the performance of born-digital SMEs. We aim to investigate the impact of the dynamic capabilities of born-digital SMEs on their performance when collaborative innovations mediate it. The empirical research was based on 268 complete viable responses from born-digital SMEs in the U.S., Sweden, and Lithuania. The study results show that dynamic capabilities' effect on born-digital SMEs' performance is more potent when mediated by collaborative innovations. Furthermore, the study highlights that although the impact of dynamic capabilities on partnership networks and relational collaboration is significant, only relational collaboration significantly affects the performance of born-digital SMEs. Our study contributes to the management of technology literature by advancing knowledge on dynamic capabilities and collaborative innovation of born-digital SMEs. In addition, we are exposing the limited role of partnership networks in born-digital SMEs' superior performance and spotlighting the significance of relational collaboration - cocreating innovative products and services and sharing the cocreated value among the relevant partners.","['Born-digital', 'collaborative innovation', 'dynamic capabilities', 'performance', 'relational collaboration', 'small- and medium-sized enterprise (SME)']","['born-digital', 'collaborative innovation', 'dynamic capabilities', 'performance', 'relational collaboration', 'small- and medium-sized enterprise (sme)']","Managing Technological Innovation: Dynamic Capabilities, Collaborative Innovation, and Born-Digital SMEs' Performance In contrast to the digital transformation of the incumbents, born-digital small- and medium-sized enterprises (SMEs) embrace digital logic in the organization's design, processes, and governance from the very start. So far, scholars have focused on the digital transformation of the incumbents; thus, little is known about how dynamic capabilities, collaborative innovation, and firm performance interact in the context of born-digital SMEs - a new generation of digital firms with no legacy of the incumbent firm. Therefore, the study's research question is how dynamic capabilities and collaborative innovation affect the performance of born-digital SMEs. We aim to investigate the impact of the dynamic capabilities of born-digital SMEs on their performance when collaborative innovations mediate it. The empirical research was based on 268 complete viable responses from born-digital SMEs in the U.S., Sweden, and Lithuania. The study results show that dynamic capabilities' effect on born-digital SMEs' performance is more potent when mediated by collaborative innovations. Furthermore, the study highlights that although the impact of dynamic capabilities on partnership networks and relational collaboration is significant, only relational collaboration significantly affects the performance of born-digital SMEs. Our study contributes to the management of technology literature by advancing knowledge on dynamic capabilities and collaborative innovation of born-digital SMEs. In addition, we are exposing the limited role of partnership networks in born-digital SMEs' superior performance and spotlighting the significance of relational collaboration - cocreating innovative products and services and sharing the cocreated value among the relevant partners.",2024,32,10.1109/TEM.2023.3281722,Pundziene A.,IEEE Transactions on Engineering Management,2-s2.0-85162690230,0.2947350200004839,26
Research on antecedent configurations of enterprise digital transformation and enterprise performance from the perspective of dynamic capability,"Based on the dynamic capability theory, this paper integrates the fsQCA and PSM methods to examine the antecedent configuration and subsequent performance of the digital transformation of Chinese listed manufacturing enterprises. The study shows that the following three configurations can lead to high-maturity digital transformation: efficient innovation, robust adaptation, and forward-looking innovation. At the same time, different configurations have different effects on enterprise performance. For instance, “efficient innovation” and “robust adaptation” can significantly improve the financial performance of enterprises but have no significant effect on market performance. While on the other hand, “forward-looking innovation” can negatively affect the market performance of enterprises but has no significant effect on the financial performance.","['Digital transformation', 'Dynamic capability', 'Financial performance', 'Market performance']","['digital transformation', 'dynamic capability', 'financial performance', 'market performance']","Research on antecedent configurations of enterprise digital transformation and enterprise performance from the perspective of dynamic capability Based on the dynamic capability theory, this paper integrates the fsQCA and PSM methods to examine the antecedent configuration and subsequent performance of the digital transformation of Chinese listed manufacturing enterprises. The study shows that the following three configurations can lead to high-maturity digital transformation: efficient innovation, robust adaptation, and forward-looking innovation. At the same time, different configurations have different effects on enterprise performance. For instance, “efficient innovation” and “robust adaptation” can significantly improve the financial performance of enterprises but have no significant effect on market performance. While on the other hand, “forward-looking innovation” can negatively affect the market performance of enterprises but has no significant effect on the financial performance.",2023,29,10.1016/j.frl.2023.104170,Wang Y.,Finance Research Letters,2-s2.0-85165118375,0.2948430601533337,27
"Digital transformation, dynamic capabilities, and aggressive corporate strategy","This article explores the intrinsic relationship between the process of digital transformation, the construction of dynamic capabilities, and the tendency for strategic aggressiveness in non-financial listed companies in China based on empirical data from 2010 to 2023. The research confirms that digital transformation and dynamic capabilities significantly promote strategic aggressiveness in enterprises. Dynamic capabilities serve as a mediating factor in the relationship between digital transformation and corporate strategic aggressiveness. Heterogeneity analysis reveals significant differences in the impact of digital transformation and dynamic capabilities on strategic aggressiveness between state-owned enterprises (SOEs) and private enterprises (PEs). Furthermore, the effect of digital transformation on strategic aggressiveness shows notable heterogeneity between firms with high and low levels of chairman shareholding.","['Digital transformation', 'Dynamic capabilities', 'Strategic aggressiveness']","['digital transformation', 'dynamic capabilities', 'strategic aggressiveness']","Digital transformation, dynamic capabilities, and aggressive corporate strategy This article explores the intrinsic relationship between the process of digital transformation, the construction of dynamic capabilities, and the tendency for strategic aggressiveness in non-financial listed companies in China based on empirical data from 2010 to 2023. The research confirms that digital transformation and dynamic capabilities significantly promote strategic aggressiveness in enterprises. Dynamic capabilities serve as a mediating factor in the relationship between digital transformation and corporate strategic aggressiveness. Heterogeneity analysis reveals significant differences in the impact of digital transformation and dynamic capabilities on strategic aggressiveness between state-owned enterprises (SOEs) and private enterprises (PEs). Furthermore, the effect of digital transformation on strategic aggressiveness shows notable heterogeneity between firms with high and low levels of chairman shareholding.",2025,11,10.1016/j.iref.2025.104603,Zhou J.,International Review of Economics and Finance,2-s2.0-105015960233,0.294871252268165,28
Using dynamic capabilities to cope with digital transformation and boost innovation in traditional banks,"Financial institutions operate in a competitive, complex, and uncertain environment. A series of changes—many accelerated by the COVID-19 pandemic—demand innovative movements from the organizations that operate in the sector. The emergence of new business models (e.g., fintecs) requires a realignment of the capabilities of traditional organizations, such as banks. Indeed, internal adaptations and the formulation of market strategies focused on a digital user are part of the current narrative. But how can it be executed? This article explores the relationship between dynamic capabilities and digital transformation. In summary, we present insights about how dynamic capabilities can drive innovation in traditional financial institutions based on the challenges brought by digital transformation. Starting from a Brazilian case study, we identified that external and internal contextual factors—especially the political-legal environment and cultural and governance issues—are necessary for stimulating the dynamic capabilities that should be addressed for digital transformation. Finally, we propose a framework that summarizes how dynamic capabilities enable the guidance of traditional banks amid challenges caused by digital transformation.","['Digital transformation', 'Dynamic capabilities', 'Organizational resilience', 'Technology disruption']","['digital transformation', 'dynamic capabilities', 'organizational resilience', 'technology disruption']","Using dynamic capabilities to cope with digital transformation and boost innovation in traditional banks Financial institutions operate in a competitive, complex, and uncertain environment. A series of changes—many accelerated by the COVID-19 pandemic—demand innovative movements from the organizations that operate in the sector. The emergence of new business models (e.g., fintecs) requires a realignment of the capabilities of traditional organizations, such as banks. Indeed, internal adaptations and the formulation of market strategies focused on a digital user are part of the current narrative. But how can it be executed? This article explores the relationship between dynamic capabilities and digital transformation. In summary, we present insights about how dynamic capabilities can drive innovation in traditional financial institutions based on the challenges brought by digital transformation. Starting from a Brazilian case study, we identified that external and internal contextual factors—especially the political-legal environment and cultural and governance issues—are necessary for stimulating the dynamic capabilities that should be addressed for digital transformation. Finally, we propose a framework that summarizes how dynamic capabilities enable the guidance of traditional banks amid challenges caused by digital transformation.",2024,32,10.1016/j.bushor.2024.03.006,de Paula Pereira G.,Business Horizons,2-s2.0-85190732601,0.29567066666578934,29
Enlightening the dynamic capabilities of design thinking in fostering digital transformation,"Digital transformation describes the deep-seated changes in organizational activities, processes, and capabilities induced by the advent of digital technologies. Digital transformation requires sensing, seizing, and reconfiguring the digital technological challenges into opportunities. Academic literature acknowledges the central role of design as a driver of innovation. Furthermore, recent research discloses the value that design, especially design thinking, can have in leading digital transformations. In this understanding, design thinking has been proven to be an approach based on dynamic capabilities. What seems to lack in the current understanding is how the dynamic capabilities of design thinking can facilitate digital transformation. Thus, the paper aims to shed light on how dynamic capabilities of design thinking foster discovering the opportunities digital technologies provide to enact the transformation. This paper investigates four different cases of consulting projects where the adoption of design thinking dynamic capabilities enhance the value of digital technologies towards a more human centric digital transformation. By being a business-to-business market, the consulting environment might inform readers how design thinking dynamic capabilities are salient for digital transformation. Examining them, the paper proposes five design thinking dynamic capabilities that managers should cultivate: extending, debating, cropping, interpreting, and recombining. Concerning academic debate, the paper enriches the understanding of digital transformation by unshadowing the value that design thinking dynamic capabilities might play in it.","['Design capabilities', 'Design thinking', 'Digital technologies', 'Digital transformation', 'Dynamic capabilities', 'Innovation']","['design capabilities', 'design thinking', 'digital technologies', 'digital transformation', 'dynamic capabilities', 'innovation']","Enlightening the dynamic capabilities of design thinking in fostering digital transformation Digital transformation describes the deep-seated changes in organizational activities, processes, and capabilities induced by the advent of digital technologies. Digital transformation requires sensing, seizing, and reconfiguring the digital technological challenges into opportunities. Academic literature acknowledges the central role of design as a driver of innovation. Furthermore, recent research discloses the value that design, especially design thinking, can have in leading digital transformations. In this understanding, design thinking has been proven to be an approach based on dynamic capabilities. What seems to lack in the current understanding is how the dynamic capabilities of design thinking can facilitate digital transformation. Thus, the paper aims to shed light on how dynamic capabilities of design thinking foster discovering the opportunities digital technologies provide to enact the transformation. This paper investigates four different cases of consulting projects where the adoption of design thinking dynamic capabilities enhance the value of digital technologies towards a more human centric digital transformation. By being a business-to-business market, the consulting environment might inform readers how design thinking dynamic capabilities are salient for digital transformation. Examining them, the paper proposes five design thinking dynamic capabilities that managers should cultivate: extending, debating, cropping, interpreting, and recombining. Concerning academic debate, the paper enriches the understanding of digital transformation by unshadowing the value that design thinking dynamic capabilities might play in it.",2021,140,10.1016/j.indmarman.2021.06.014,Magistretti S.,Industrial Marketing Management,2-s2.0-85109153903,0.2964018846018257,30
The impact of dynamic capabilities on enterprise agility: The intervening roles of digital transformation and IT alignment,"The purpose of this study is to investigate the impact of dynamic capabilities on enterprise agility through the mediating effect of IT alignment and the moderating influence of digital transformation. Using a quantitative survey strategy, data were collected from 236 respondents from UAE firms and analysed through a non-linear structural equation modelling approach, partial least squares (PLS-SEM). The study ’s findings indicate that firms’ transforming, sensing and seizing capabilities enhance enterprise agility, respectively. However, only transforming and seizing increase IT alignment, which in turn improved agility. Also, digital transformation was found to moderate the link between transforming and enterprise agility, while IT allignment acted as a mediator. The study offers novel evidence uncovering the mechanism whereby sub-dimensional dynamic capabilities impact enterprise agility. Precisely, it provides fresh evidence on the critical intervening roles of digital transformation and IT alignment in the UAE context.","['Digital transformation', 'Dynamic capability', 'Enterprise agility', 'IT alignment']","['digital transformation', 'dynamic capability', 'enterprise agility', 'it alignment']","The impact of dynamic capabilities on enterprise agility: The intervening roles of digital transformation and IT alignment The purpose of this study is to investigate the impact of dynamic capabilities on enterprise agility through the mediating effect of IT alignment and the moderating influence of digital transformation. Using a quantitative survey strategy, data were collected from 236 respondents from UAE firms and analysed through a non-linear structural equation modelling approach, partial least squares (PLS-SEM). The study ’s findings indicate that firms’ transforming, sensing and seizing capabilities enhance enterprise agility, respectively. However, only transforming and seizing increase IT alignment, which in turn improved agility. Also, digital transformation was found to moderate the link between transforming and enterprise agility, while IT allignment acted as a mediator. The study offers novel evidence uncovering the mechanism whereby sub-dimensional dynamic capabilities impact enterprise agility. Precisely, it provides fresh evidence on the critical intervening roles of digital transformation and IT alignment in the UAE context.",2024,34,10.1016/j.joitmc.2024.100266,Al Jabri M.A.,Journal of Open Innovation Technology Market and Complexity,2-s2.0-85190338150,0.2977861760615148,31
"Harnessing Intellectual Capital, Digital Leadership, and Dynamic Capabilities to Reorchestrate Change in Digital Transformation","Digital transformation has become a critical imperative for organizations seeking to maintain competitiveness and resilience in rapidly evolving digital environments. This study aims to examine the influence of digital leadership and intellectual capital on digital transformation through the mediating role of dynamic capabilities. Specifically, it investigates the extent to which digital leadership and intellectual capital, with its human, structural, and relational components, contribute to the development of dynamic capabilities and, in turn, support digital transformation efforts. The study is based on survey data collected from 214 respondents across organizations actively engaged in digital transformation initiatives, using a non-random sampling approach. A quantitative analysis was employed to test the proposed relationships among digital leadership, intellectual capital, dynamic capabilities, and digital transformation. The results indicate that digital leadership has a significant positive effect on both dynamic capabilities and digital transformation. Indeed, intellectual capital components significantly enhance dynamic capabilities. However, only human capital demonstrates a direct positive effect on digital transformation, while structural and relational capital do not. The direct relationship between dynamic capabilities and digital transformation is not supported. Nevertheless, dynamic capabilities significantly mediate the relationship between digital leadership and digital transformation, as well as between intellectual capital and digital transformation. These findings underscore the pivotal role of digital leadership in driving digital transformation and highlight the strategic importance of intellectual capital in strengthening dynamic capabilities. The study offers theoretical and managerial implications for enhancing organizational adaptability, resilience, and long-term competitiveness in digitally turbulent environments.","['competitive advantage', 'digital leadership', 'digital transformation', 'dynamic capabilities', 'intellectual capital', 'organizational adaptability', 'technological innovation']","['competitive advantage', 'digital leadership', 'digital transformation', 'dynamic capabilities', 'intellectual capital', 'organizational adaptability', 'technological innovation']","Harnessing Intellectual Capital, Digital Leadership, and Dynamic Capabilities to Reorchestrate Change in Digital Transformation Digital transformation has become a critical imperative for organizations seeking to maintain competitiveness and resilience in rapidly evolving digital environments. This study aims to examine the influence of digital leadership and intellectual capital on digital transformation through the mediating role of dynamic capabilities. Specifically, it investigates the extent to which digital leadership and intellectual capital, with its human, structural, and relational components, contribute to the development of dynamic capabilities and, in turn, support digital transformation efforts. The study is based on survey data collected from 214 respondents across organizations actively engaged in digital transformation initiatives, using a non-random sampling approach. A quantitative analysis was employed to test the proposed relationships among digital leadership, intellectual capital, dynamic capabilities, and digital transformation. The results indicate that digital leadership has a significant positive effect on both dynamic capabilities and digital transformation. Indeed, intellectual capital components significantly enhance dynamic capabilities. However, only human capital demonstrates a direct positive effect on digital transformation, while structural and relational capital do not. The direct relationship between dynamic capabilities and digital transformation is not supported. Nevertheless, dynamic capabilities significantly mediate the relationship between digital leadership and digital transformation, as well as between intellectual capital and digital transformation. These findings underscore the pivotal role of digital leadership in driving digital transformation and highlight the strategic importance of intellectual capital in strengthening dynamic capabilities. The study offers theoretical and managerial implications for enhancing organizational adaptability, resilience, and long-term competitiveness in digitally turbulent environments.",2026,2,10.1002/kpm.70033,Ben Sedrine Doghri S.,Knowledge and Process Management,2-s2.0-105031507449,0.29804187116047964,32
Digital Capabilities on Business Performance: Does It Matter?,"Objective: the study aims to address the central research question: How do digital capabilities impact the performance of digital businesses? We explore digital capabilities in the context of digital transformation, enhancing the understanding of this phenomenon for businesses through dynamic capability theory and defining digital capabilities based on previous studies. Methods: these capabilities are presented in the research model. A survey was conducted with 308 digital businesses, and the hypotheses were tested using partial least squares structural equation modeling. Results: this paper demonstrates the significant impact of digital capabilities on business performance, providing evidence that ecosystem orchestration capability is a precursor to other capabilities. Conclusions: we conclude that a critical factor for a digital business’s success is its responsiveness. Digital capabilities are essential for a company’s success in the new digital business landscape. Additionally, digital technologies enable entrepreneurs to create innovations that cross traditional industry boundaries, integrating digital and non-digital assets and scaling new ventures with new products, services, and business models. This study is valuable for managers to direct investments in digital technologies, integrate stakeholders, and respond quickly to customer demands to enhance performance.","['digital business performance', 'digital capabilities', 'ecosystem orchestration', 'process digitization', 'responsiveness']","['digital business performance', 'digital capabilities', 'ecosystem orchestration', 'process digitization', 'responsiveness']","Digital Capabilities on Business Performance: Does It Matter? Objective: the study aims to address the central research question: How do digital capabilities impact the performance of digital businesses? We explore digital capabilities in the context of digital transformation, enhancing the understanding of this phenomenon for businesses through dynamic capability theory and defining digital capabilities based on previous studies. Methods: these capabilities are presented in the research model. A survey was conducted with 308 digital businesses, and the hypotheses were tested using partial least squares structural equation modeling. Results: this paper demonstrates the significant impact of digital capabilities on business performance, providing evidence that ecosystem orchestration capability is a precursor to other capabilities. Conclusions: we conclude that a critical factor for a digital business’s success is its responsiveness. Digital capabilities are essential for a company’s success in the new digital business landscape. Additionally, digital technologies enable entrepreneurs to create innovations that cross traditional industry boundaries, integrating digital and non-digital assets and scaling new ventures with new products, services, and business models. This study is valuable for managers to direct investments in digital technologies, integrate stakeholders, and respond quickly to customer demands to enhance performance.",2025,4,10.1590/1807-7692bar2024230128,Freitas Junior J.C.d.S.,Bar Brazilian Administration Review,2-s2.0-85216534394,0.2982476654123932,33
"Disentangling the dynamic digital capability, digital transformation, and organizational performance relationships in SMEs: a configurational analysis based on fsQCA","While digitalization has become inevitable for firms of every size, a limited number of studies to date aimed to investigate the impact of digital capabilities and digital transformation on the organizational performance of small businesses. Drawing on the dynamic capabilities view, the current study analyzes the conditions under which the dynamic digital capability of a small and medium-sized enterprise (SME) would lead to higher performance. In this study, a unique fuzzy-set qualitative comparative analysis methodology was used for analyzing the data collected from 136 SMEs for investigating the IT utilization, human capital, digital maturity, and digitalization strategy antecedents of dynamic digital capability. The results reveal that two particular configurations of dynamic digital capability are identified as the main digitalization influencers of organizational performance in SMEs. To the best of our knowledge, this study presents the first empirical findings to the literature about dynamic digital capability and organizational performance relationships in SMEs through the utilization of configurational analysis methodology. Theoretically, the study addresses an acknowledged need for a holistic approach to uncover the underlying mechanisms of dynamic digital capability formation and digital transformation in small firms, with their impact on firm performance. The findings also present vital practical implications for business owners, policy-makers, and bodies responsible for SMEs, by providing new insights about the combination of factors that drive high performance, particularly at times of turbulence, in these units.","['Digital transformation', 'Dynamic digital capability', 'fsQCA', 'Organizational innovation', 'Configurational approach', 'Small to medium-sized enterprises']","['digital transformation', 'dynamic digital capability', 'fsqca', 'organizational innovation', 'configurational approach', 'small to medium-sized enterprises']","Disentangling the dynamic digital capability, digital transformation, and organizational performance relationships in SMEs: a configurational analysis based on fsQCA While digitalization has become inevitable for firms of every size, a limited number of studies to date aimed to investigate the impact of digital capabilities and digital transformation on the organizational performance of small businesses. Drawing on the dynamic capabilities view, the current study analyzes the conditions under which the dynamic digital capability of a small and medium-sized enterprise (SME) would lead to higher performance. In this study, a unique fuzzy-set qualitative comparative analysis methodology was used for analyzing the data collected from 136 SMEs for investigating the IT utilization, human capital, digital maturity, and digitalization strategy antecedents of dynamic digital capability. The results reveal that two particular configurations of dynamic digital capability are identified as the main digitalization influencers of organizational performance in SMEs. To the best of our knowledge, this study presents the first empirical findings to the literature about dynamic digital capability and organizational performance relationships in SMEs through the utilization of configurational analysis methodology. Theoretically, the study addresses an acknowledged need for a holistic approach to uncover the underlying mechanisms of dynamic digital capability formation and digital transformation in small firms, with their impact on firm performance. The findings also present vital practical implications for business owners, policy-makers, and bodies responsible for SMEs, by providing new insights about the combination of factors that drive high performance, particularly at times of turbulence, in these units.",2026,17,10.1007/s10799-024-00437-y,Karadağ H.,Information Technology and Management,2-s2.0-85202928660,0.2994321032514634,34
Assessing the Impact of Strategic and Organizational Factors on Digital Capabilities,"Digital Transformation (DT) involves the use of new digital technologies to enable major business improvements that enhance customer experience, accelerate operations, create new business models, and improve the daily operations of companies. Drawing on dynamic capability theory, this empirical study assesses the impact of strategic and organizational factors on building digital capabilities (DC), which are technology-based abilities, supported by a digitally advanced mindset to carry out tasks and processes. The proposed model analyzes unexplored connections between digital vision or orientation, organizational culture, DT-oriented leadership, and human resources practices and their impact on DC. Hypotheses are tested in a sample of 110 Spanish financial and consulting companies using a structural equation model (SEM) employing the partial least squares (PLS) technique. Our findings reveal that all the variables introduced in the model are enablers of DC, contributing also to a company's DT. The main contribution of this research is to show how DC are developed by employing coherent strategic and organizational factors, which support the development of DT.","['digital capabilities', 'digital culture', 'digital transformation (DT)', 'digital-oriented human resources practices', 'DT vision', 'leadership']","['digital capabilities', 'digital culture', 'digital transformation (dt)', 'digital-oriented human resources practices', 'dt vision', 'leadership']","Assessing the Impact of Strategic and Organizational Factors on Digital Capabilities Digital Transformation (DT) involves the use of new digital technologies to enable major business improvements that enhance customer experience, accelerate operations, create new business models, and improve the daily operations of companies. Drawing on dynamic capability theory, this empirical study assesses the impact of strategic and organizational factors on building digital capabilities (DC), which are technology-based abilities, supported by a digitally advanced mindset to carry out tasks and processes. The proposed model analyzes unexplored connections between digital vision or orientation, organizational culture, DT-oriented leadership, and human resources practices and their impact on DC. Hypotheses are tested in a sample of 110 Spanish financial and consulting companies using a structural equation model (SEM) employing the partial least squares (PLS) technique. Our findings reveal that all the variables introduced in the model are enablers of DC, contributing also to a company's DT. The main contribution of this research is to show how DC are developed by employing coherent strategic and organizational factors, which support the development of DT.",2026,2,10.1002/jsc.70065,Guadamillas F.,Strategic Change,2-s2.0-105034187482,0.2996696174319762,35
"More capable, more innovative? An empirical inquiry into the effects of dynamic managerial capabilities on digital firms' innovativeness","Purpose: Managers play a critical role in shaping the development of firms due to the risky and long-term nature of innovation. Although the managerial effect on strategic change has long been factored into organizational theories, scholars still lack a complete understanding of the specific managerial capabilities that drive innovation in today's digital economy. The present study builds on dynamic managerial capabilities theory to close this research gap. The paper proposes managers' dynamic capabilities and their three underlying drivers – managerial human capital, social capital, and cognition – as a direct antecedent to digital firms' innovativeness. Design/methodology/approach: The study draws on survey data from German Industry 4.0 manufacturing firms, which were analyzed using regression analysis. Findings: The results confirm managers' dynamic capabilities as facilitators of innovation. In contrast to previous research on nondigital industries, the findings demonstrate that only the complete portfolio of managers' dynamic capabilities promotes innovativeness in digital firms. The study provides evidence for the importance of dynamic managerial capabilities in the digital economy yet contradicts previous research on nondigital industries related to the advantageousness of managers' human capital, social capital, and cognition for innovation. Originality/value: The study contributes to the literature by being the first to holistically test the effects of dynamic managerial capabilities on innovation in digital firms. The results offer a nuanced account of managers' dynamic capabilities, thereby expanding dynamic managerial capabilities theory to the digital economy.","['Digital transformation', 'Dynamic managerial capabilities', 'Human capital', 'Innovation', 'Managerial cognition', 'Social capital']","['digital transformation', 'dynamic managerial capabilities', 'human capital', 'innovation', 'managerial cognition', 'social capital']","More capable, more innovative? An empirical inquiry into the effects of dynamic managerial capabilities on digital firms' innovativeness Purpose: Managers play a critical role in shaping the development of firms due to the risky and long-term nature of innovation. Although the managerial effect on strategic change has long been factored into organizational theories, scholars still lack a complete understanding of the specific managerial capabilities that drive innovation in today's digital economy. The present study builds on dynamic managerial capabilities theory to close this research gap. The paper proposes managers' dynamic capabilities and their three underlying drivers – managerial human capital, social capital, and cognition – as a direct antecedent to digital firms' innovativeness. Design/methodology/approach: The study draws on survey data from German Industry 4.0 manufacturing firms, which were analyzed using regression analysis. Findings: The results confirm managers' dynamic capabilities as facilitators of innovation. In contrast to previous research on nondigital industries, the findings demonstrate that only the complete portfolio of managers' dynamic capabilities promotes innovativeness in digital firms. The study provides evidence for the importance of dynamic managerial capabilities in the digital economy yet contradicts previous research on nondigital industries related to the advantageousness of managers' human capital, social capital, and cognition for innovation. Originality/value: The study contributes to the literature by being the first to holistically test the effects of dynamic managerial capabilities on innovation in digital firms. The results offer a nuanced account of managers' dynamic capabilities, thereby expanding dynamic managerial capabilities theory to the digital economy.",2022,57,10.1108/EJIM-02-2022-0099,Heubeck T.,European Journal of Innovation Management,2-s2.0-85135471311,0.3011848812721616,36
