title,abstract,author_keywords,keywords_normalized,combined_text,year,citations,doi,authors,source,eid,query_distance,rank,cluster,distance_from_centroid
Gamified in-store mobile marketing: The mixed effect of gamified point-of-purchase advertising,"This study investigates the effect of gamification on in-store mobile advertisement. More specifically, it investigates the effect of gamification on the inclination to act on offers gained at point of purchase. For this purpose, a field experiment was conducted at a supermarket, where real customers were recruited. Eye tracking, smartphone activity logging and choice were used to investigate the customers’ behaviour. The results reveal that gamification is not always useful for increasing the tendency to act on offers. In fact, engagement in a gamified shopping task is needed; otherwise, the tendency to act on offers might even decrease when gamifying.","['Engagement', 'Gamification', 'Mobile in-store marketing']","['engagement', 'gamification', 'mobile in-store marketing']","Gamified in-store mobile marketing: The mixed effect of gamified point-of-purchase advertising This study investigates the effect of gamification on in-store mobile advertisement. More specifically, it investigates the effect of gamification on the inclination to act on offers gained at point of purchase. For this purpose, a field experiment was conducted at a supermarket, where real customers were recruited. Eye tracking, smartphone activity logging and choice were used to investigate the customers’ behaviour. The results reveal that gamification is not always useful for increasing the tendency to act on offers. In fact, engagement in a gamified shopping task is needed; otherwise, the tendency to act on offers might even decrease when gamifying.",2019,72,10.1016/j.jretconser.2018.07.004,Högberg J.,Journal of Retailing and Consumer Services,2-s2.0-85049647943,0.3297025205175861,26,4,0.09163648173127847
Gamification as a marketing strategy for sustainable retail: Effects on consumer purchasing decisions and environmental awareness,"Sustainability is a pressing concern for the global retail industry, yet consumer behavior often reflects an attitude-behavior gap wherein environmental concern does not consistently translate into pro-environmental purchasing. This study investigates gamification as a mechanism to bridge this gap by enhancing environmental awareness and influencing sustainable purchasing decisions. A mixed-methods design integrated a systematic literature review (SLR) with a quantitative survey. The SLR, conducted according to PRISMA guidelines and synthesizing 78 peer-reviewed articles published between 2019 and 2024, identified eight gamification mechanisms—immersion, achievement, social influence, reward, challenge, interactivity, meaningful design, and assessment—as critical design elements. These insights informed a structured questionnaire administered to 405 consumers in Bangkok and five surrounding provinces. Reliability and validity testing confirmed the robustness of the instrument, and statistical analyses, including correlation and hierarchical regression, were conducted using SPSS. Results show that gamification exerted significant effects, explaining 77.3% of the variance in environmental awareness and 64.8% of the variance in purchasing decisions. Mechanism-specific effects differed: social influence, meaningful design, challenge, immersion, and assessment were most influential for awareness, while immersion, achievement, challenge, and assessment predicted purchasing more strongly. These findings highlight dual pathways: cognitive–attitudinal processes drive awareness, while behavioral–transactional processes shape purchasing. Theoretically, the study extends gamification’s application within the Technology Acceptance Model, Theory of Planned Behavior, Self-Determination Theory, and Flow Theory. Managerially, it offers practical guidance for retailers, while policy implications suggest gamification can support Sustainable Development Goal 12 on Responsible Consumption and Production.","['consumer behavior', 'environmental awareness', 'gamification', 'purchasing decisions', 'sustainable retail']","['consumer behavior', 'environmental awareness', 'gamification', 'purchasing decisions', 'sustainable retail']","Gamification as a marketing strategy for sustainable retail: Effects on consumer purchasing decisions and environmental awareness Sustainability is a pressing concern for the global retail industry, yet consumer behavior often reflects an attitude-behavior gap wherein environmental concern does not consistently translate into pro-environmental purchasing. This study investigates gamification as a mechanism to bridge this gap by enhancing environmental awareness and influencing sustainable purchasing decisions. A mixed-methods design integrated a systematic literature review (SLR) with a quantitative survey. The SLR, conducted according to PRISMA guidelines and synthesizing 78 peer-reviewed articles published between 2019 and 2024, identified eight gamification mechanisms—immersion, achievement, social influence, reward, challenge, interactivity, meaningful design, and assessment—as critical design elements. These insights informed a structured questionnaire administered to 405 consumers in Bangkok and five surrounding provinces. Reliability and validity testing confirmed the robustness of the instrument, and statistical analyses, including correlation and hierarchical regression, were conducted using SPSS. Results show that gamification exerted significant effects, explaining 77.3% of the variance in environmental awareness and 64.8% of the variance in purchasing decisions. Mechanism-specific effects differed: social influence, meaningful design, challenge, immersion, and assessment were most influential for awareness, while immersion, achievement, challenge, and assessment predicted purchasing more strongly. These findings highlight dual pathways: cognitive–attitudinal processes drive awareness, while behavioral–transactional processes shape purchasing. Theoretically, the study extends gamification’s application within the Technology Acceptance Model, Theory of Planned Behavior, Self-Determination Theory, and Flow Theory. Managerially, it offers practical guidance for retailers, while policy implications suggest gamification can support Sustainable Development Goal 12 on Responsible Consumption and Production.",2026,1,10.31893/multiscience.2026477,Wittayakom S.,Multidisciplinary Science Journal,2-s2.0-105028894035,0.3299909394877618,27,1,0.10247654318801147
How can gamified applications drive engagement and brand attitude? The case of nike run club application,"This research aims to analyze the feasibility of gamified applications as a tool to promote engagement and brand attitude. To accomplish this, this research was developed using a quantitative methodology. A confirmatory factor analysis (CFA) was performed and the model hypotheses were tested by a structural equation modeling (SEM). A questionnaire was applied to Portuguese consumers who use the “Nike Run Club” application, from which 203 valid responses were received. The results confirm the influence of social circles and their impact on the intention to interact with the brand. For theoretical contributions, this research contributes to the existing literature and academic knowledge in the areas of marketing and gamification, providing a suggestion for the TAM model to be used in this type of research. It also contributes to a better understanding of the relationship between gamification and marketing, demonstrating that the use of gamified applications as engagement tools can have a positive impact on the brand attitude. On the practical side, it contributes as a consultation tool for brands, application designers, and marketers when defining engagement strategies, allowing a better understanding of the factors that may or may not influence the public’s relationship with the brands and what dynamics they should use in the development of new Gamified marketing solutions.","['Brand attitude', 'Companies', 'COVID-19', 'Engagement', 'Gamification', 'Marketing', 'Mobile apps']","['brand attitude', 'companies', 'covid-19', 'engagement', 'gamification', 'marketing', 'mobile apps']","How can gamified applications drive engagement and brand attitude? The case of nike run club application This research aims to analyze the feasibility of gamified applications as a tool to promote engagement and brand attitude. To accomplish this, this research was developed using a quantitative methodology. A confirmatory factor analysis (CFA) was performed and the model hypotheses were tested by a structural equation modeling (SEM). A questionnaire was applied to Portuguese consumers who use the “Nike Run Club” application, from which 203 valid responses were received. The results confirm the influence of social circles and their impact on the intention to interact with the brand. For theoretical contributions, this research contributes to the existing literature and academic knowledge in the areas of marketing and gamification, providing a suggestion for the TAM model to be used in this type of research. It also contributes to a better understanding of the relationship between gamification and marketing, demonstrating that the use of gamified applications as engagement tools can have a positive impact on the brand attitude. On the practical side, it contributes as a consultation tool for brands, application designers, and marketers when defining engagement strategies, allowing a better understanding of the factors that may or may not influence the public’s relationship with the brands and what dynamics they should use in the development of new Gamified marketing solutions.",2021,23,10.3390/ADMSCI11030092,Rodrigues I.,Administrative Sciences,2-s2.0-85116023002,0.33032936523799195,28,3,0.1632932773968443
Gamification and customer experience: the mediating role of brand engagement in online grocery retailing,"Purpose: In recent years, the concept of gamification is one of the fastest-growing trends in the field of marketing to persuade, motivate and manipulate customer behavior. The application of gamification has become a priority for marketers as a new way of exploiting customers. Despite the increasing use of gamification mechanisms in marketing activities, there remain limitations. Although there is extensive literature in the field of customer experience and gamification, few studies have empirically examined how gamification influences customer experience by considering the mediating role of brand engagement in the online retailing context. Design/methodology/approach: To obtain this aim, a cross-sectional survey was used. The statistical population was customers of online grocery retailers. The convenience sampling technique was used as a sampling technique. Out of 402 received questionnaires, 384 were selected for analysis. Structural equation modeling approach was applied to test the research hypotheses using AMOS 24 and SPSS 22 software. Findings: The results indicated that all research hypotheses were supported. Gamification has a significant and positive impact on customer experience, gamification has a positive and significant effect on user customer brand engagement and customer brand engagement has a positive and significant impact on customer experience. Also, it revealed that customer brand engagement mediates between gamification and customer experience. Originality/value: A review of the digital marketing literature reveals that there are few empirical studies, which adequately examined significant effective factors of customer experience in online grocery retailing; despite, the majority of researchers consider customer experience as the most important concept in digital marketing. The main contribution of this study is to examine the role of gamification on customer experience through the mediating role of customer engagement in the online grocery context. It adds value to the digital marketing and online retailing literature by providing new insight about determinants of customer experience in online grocery.","['Customer brand engagement', 'Customer experience', 'Gamification', 'Online retailing']","['customer brand engagement', 'customer experience', 'gamification', 'online retailing']","Gamification and customer experience: the mediating role of brand engagement in online grocery retailing Purpose: In recent years, the concept of gamification is one of the fastest-growing trends in the field of marketing to persuade, motivate and manipulate customer behavior. The application of gamification has become a priority for marketers as a new way of exploiting customers. Despite the increasing use of gamification mechanisms in marketing activities, there remain limitations. Although there is extensive literature in the field of customer experience and gamification, few studies have empirically examined how gamification influences customer experience by considering the mediating role of brand engagement in the online retailing context. Design/methodology/approach: To obtain this aim, a cross-sectional survey was used. The statistical population was customers of online grocery retailers. The convenience sampling technique was used as a sampling technique. Out of 402 received questionnaires, 384 were selected for analysis. Structural equation modeling approach was applied to test the research hypotheses using AMOS 24 and SPSS 22 software. Findings: The results indicated that all research hypotheses were supported. Gamification has a significant and positive impact on customer experience, gamification has a positive and significant effect on user customer brand engagement and customer brand engagement has a positive and significant impact on customer experience. Also, it revealed that customer brand engagement mediates between gamification and customer experience. Originality/value: A review of the digital marketing literature reveals that there are few empirical studies, which adequately examined significant effective factors of customer experience in online grocery retailing; despite, the majority of researchers consider customer experience as the most important concept in digital marketing. The main contribution of this study is to examine the role of gamification on customer experience through the mediating role of customer engagement in the online grocery context. It adds value to the digital marketing and online retailing literature by providing new insight about determinants of customer experience in online grocery.",2021,48,10.1108/NBRI-07-2020-0041,Jami Pour M.,Nankai Business Review International,2-s2.0-85111118028,0.3309317113567777,29,5,0.07363901354630986
Effects of Gamified Mobile Apps on Purchase Intentions and Word-of-Mouth Engagement: Implications for Sustainability Behavior,"In today’s competitive environment, stimulating and maintaining customer engagement through gamified apps seems essential for gaining a sustainable competitive advantage. Consequently, gamification in marketing apps has garnered increased attention from companies interested in exploring how gaming processes and experiences can be utilized to create more engaging digital platforms. The objective of this study is to examine how consumer experiences and satisfaction with mobile gaming apps influence their purchase intentions and propensity to participate in word-of-mouth (WOM) communication. A total of 351 study participants who have used gamified mobile apps completed an online survey. The study results indicate that user experience with the gamified mobile apps has a positive influence on consumers’ perceived value and satisfaction. Furthermore, perceived value and satisfaction mediate the relationships between gamified mobile app experience and marketing outcomes, specifically purchase intentions and WOM communication. The implications for sustainable behavior are also discussed.","['customer satisfaction', 'gamified mobile apps', 'purchase intentions', 'sustainability behavior', 'WOM']","['customer satisfaction', 'gamified mobile apps', 'purchase intentions', 'sustainability behavior', 'wom']","Effects of Gamified Mobile Apps on Purchase Intentions and Word-of-Mouth Engagement: Implications for Sustainability Behavior In today’s competitive environment, stimulating and maintaining customer engagement through gamified apps seems essential for gaining a sustainable competitive advantage. Consequently, gamification in marketing apps has garnered increased attention from companies interested in exploring how gaming processes and experiences can be utilized to create more engaging digital platforms. The objective of this study is to examine how consumer experiences and satisfaction with mobile gaming apps influence their purchase intentions and propensity to participate in word-of-mouth (WOM) communication. A total of 351 study participants who have used gamified mobile apps completed an online survey. The study results indicate that user experience with the gamified mobile apps has a positive influence on consumers’ perceived value and satisfaction. Furthermore, perceived value and satisfaction mediate the relationships between gamified mobile app experience and marketing outcomes, specifically purchase intentions and WOM communication. The implications for sustainable behavior are also discussed.",2023,26,10.3390/su151310506,Doğan-Südaş H.,Sustainability Switzerland,2-s2.0-85165001539,0.3310116770303614,30,0,0.10868636924671282
Can gamification marketing enhance the digital destination image of cultural heritage sites?,"Digital technology represents a powerful tool for the market competitiveness of cultural heritage sites. However, destination content marketing research has received limited attention from a gamification digital technology perspective. Concerning the tourism advertising effects (AIEDA) model and the four-phase model of interest development, this study investigated the impact of the content marketing form (gamification vs. non-gamification) on destination digital images in two experiments. Study 1 examined and confirmed that gamification (vs. non-gamification) content marketing fosters a better digital image. Moreover, the awakening of interest and perceived attractiveness mediated that relationship. Study 2 further revealed the moderating role of the storyteller image's cultural symbolism. When the storyteller's cultural symbolism is low, the gamification form is more conducive to establishing an excellent digital destination image; however, storytellers with high cultural symbolism do not have significant effects. Our research provides theoretical and practical implications for how tourism practitioners can harness gamification in content marketing.","['Content marketing', 'cultural heritage sites', 'digital destination image', 'gamification', 'tourism advertising effects (AIEDA) model']","['content marketing', 'cultural heritage sites', 'digital destination image', 'gamification', 'tourism advertising effects (aieda) model']","Can gamification marketing enhance the digital destination image of cultural heritage sites? Digital technology represents a powerful tool for the market competitiveness of cultural heritage sites. However, destination content marketing research has received limited attention from a gamification digital technology perspective. Concerning the tourism advertising effects (AIEDA) model and the four-phase model of interest development, this study investigated the impact of the content marketing form (gamification vs. non-gamification) on destination digital images in two experiments. Study 1 examined and confirmed that gamification (vs. non-gamification) content marketing fosters a better digital image. Moreover, the awakening of interest and perceived attractiveness mediated that relationship. Study 2 further revealed the moderating role of the storyteller image's cultural symbolism. When the storyteller's cultural symbolism is low, the gamification form is more conducive to establishing an excellent digital destination image; however, storytellers with high cultural symbolism do not have significant effects. Our research provides theoretical and practical implications for how tourism practitioners can harness gamification in content marketing.",2025,5,10.1177/13567667251333476,Zhang W.Y.,Journal of Vacation Marketing,2-s2.0-105003996099,0.3325262824776325,31,2,0.154425031561924
Value dimensions of gamification and their influence on brand loyalty and word-of-mouth: Relationships and combinations with satisfaction and brand love,"This study examined the influence of different value dimensions of gamification on two important marketing outcomes, brand loyalty and word-of-mouth (WOM), using a mixed methods approach. A fuzzy-set qualitative comparative analysis (fs/QCA) is employed alongside structural equation modeling (SEM). These methods showcase nuances that contribute to the understanding of the effects of different value dimensions. Although the SEM results stress the mediating role of brand love, the fs/QCA results indicate that brand love is a core condition for brand loyalty, but it might be indifferent to obtaining positive WOM. Different paths can be sufficient to produce the outcomes of interest. The value dimensions of gamification can be substitutes, contingent on the presence of other conditions, thereby providing a novel perspective. These findings advance our knowledge of the functioning of gamification and can serve as a guide for practitioners seeking to employ gamification experiences to alter consumers' behavior.","['brand love', 'brand loyalty', 'gamification', 'perceived value', 'satisfaction', 'word-of-mouth']","['brand love', 'brand loyalty', 'gamification', 'perceived value', 'satisfaction', 'word-of-mouth']","Value dimensions of gamification and their influence on brand loyalty and word-of-mouth: Relationships and combinations with satisfaction and brand love This study examined the influence of different value dimensions of gamification on two important marketing outcomes, brand loyalty and word-of-mouth (WOM), using a mixed methods approach. A fuzzy-set qualitative comparative analysis (fs/QCA) is employed alongside structural equation modeling (SEM). These methods showcase nuances that contribute to the understanding of the effects of different value dimensions. Although the SEM results stress the mediating role of brand love, the fs/QCA results indicate that brand love is a core condition for brand loyalty, but it might be indifferent to obtaining positive WOM. Different paths can be sufficient to produce the outcomes of interest. The value dimensions of gamification can be substitutes, contingent on the presence of other conditions, thereby providing a novel perspective. These findings advance our knowledge of the functioning of gamification and can serve as a guide for practitioners seeking to employ gamification experiences to alter consumers' behavior.",2022,98,10.1002/mar.21573,Torres P.,Psychology and Marketing,2-s2.0-85112394067,0.33344712354553663,32,3,0.16685128770520263
Running Towards a Better Brand Attitude: How Gamification in Nike Run Club Can Help?,"The dynamics of the knowledge-based economy are intrinsically linked to the concept of gamification, which has been increasingly discussed in the context of companies’ marketing strategies. It is therefore necessary to understand how gamification can be strategically applied in different contexts to increase the performance and competitiveness of companies. This paper aimed to analyze how gamification impacts customers’ intention to participate in the gamification process and how this strategy influences customers’ attitudes towards the brand. Multiple linear regression analyses were conducted in a sample of 238 Portuguese consumers using the Nike Run Club application. The study revealed that gamification can be an effective tool to increase users’ interaction with brands. Perceived usefulness, perceived social influence, engagement intention and gamification performance were identified as the main predictors of gamification on brand attitude. Furthermore, social interaction is a key factor for the success of game systems, which should promote interaction between communities of players to share functionality and solve task problems. It was observed that attitude towards the brand is positively influenced by factors such as usefulness, perceived ease of use, social influence, intention to get involved, and gamification of performance, especially when these are mediated by the sensation of pleasure. This finding points to the importance of these elements in shaping consumers’ perceptions of brands. To maximize engagement with brands, gamification tools should allow sharing content and tasks, promoting discussions and broadening the connection between the gamers community. It is important to consider technological resources and innovation in the design of gamification tools, as well as to meet the different expectations of consumers, allowing different tasks and high connection between different information-sharing channels. This study contributes to the development of knowledge in gamification on brand attitude. Practical implications have been suggested to guide companies in implementing a successful gamified marketing strategy.","['Brand attitude', 'Customer perceptions', 'Engagement', 'Gamification', 'Marketing', 'Technology acceptance model']","['brand attitude', 'customer perceptions', 'engagement', 'gamification', 'marketing', 'technology acceptance model']","Running Towards a Better Brand Attitude: How Gamification in Nike Run Club Can Help? The dynamics of the knowledge-based economy are intrinsically linked to the concept of gamification, which has been increasingly discussed in the context of companies’ marketing strategies. It is therefore necessary to understand how gamification can be strategically applied in different contexts to increase the performance and competitiveness of companies. This paper aimed to analyze how gamification impacts customers’ intention to participate in the gamification process and how this strategy influences customers’ attitudes towards the brand. Multiple linear regression analyses were conducted in a sample of 238 Portuguese consumers using the Nike Run Club application. The study revealed that gamification can be an effective tool to increase users’ interaction with brands. Perceived usefulness, perceived social influence, engagement intention and gamification performance were identified as the main predictors of gamification on brand attitude. Furthermore, social interaction is a key factor for the success of game systems, which should promote interaction between communities of players to share functionality and solve task problems. It was observed that attitude towards the brand is positively influenced by factors such as usefulness, perceived ease of use, social influence, intention to get involved, and gamification of performance, especially when these are mediated by the sensation of pleasure. This finding points to the importance of these elements in shaping consumers’ perceptions of brands. To maximize engagement with brands, gamification tools should allow sharing content and tasks, promoting discussions and broadening the connection between the gamers community. It is important to consider technological resources and innovation in the design of gamification tools, as well as to meet the different expectations of consumers, allowing different tasks and high connection between different information-sharing channels. This study contributes to the development of knowledge in gamification on brand attitude. Practical implications have been suggested to guide companies in implementing a successful gamified marketing strategy.",2025,3,10.1007/s13132-024-02398-7,Lopes J.M.,Journal of the Knowledge Economy,2-s2.0-105006591789,0.3336043617606361,33,3,0.14321455938208827
The impact of gamification adoption intention on brand awareness and loyalty in tourism: The mediating effect of customer engagement,"Gamification has been used by tourism organisations for marketing purposes to reinforce customer engagement and to achieve brand awareness and loyalty. The current study, using the Unified Theory of Acceptance and Use of Technology, aims to investigate the antecedents and consequences of gamification's adoption intention by tourist organisations, and to examine the mediation effect of customer engagement. A quantitative method was employed using a survey to collect data from a random sample of relevant managers in travel agencies. Using structural equation modelling for data analysis, the findings revealed that tourism organisations have positive intentions to adopt gamification to increase customer engagement and to achieve tourist destinations' brand awareness and loyalty. Implications, limitations, and future research are also addressed.","['Brand awareness', 'Brand loyalty', 'Customer engagement', 'Egypt', 'Gamification', 'Travel agencies']","['brand awareness', 'brand loyalty', 'customer engagement', 'egypt', 'gamification', 'travel agencies']","The impact of gamification adoption intention on brand awareness and loyalty in tourism: The mediating effect of customer engagement Gamification has been used by tourism organisations for marketing purposes to reinforce customer engagement and to achieve brand awareness and loyalty. The current study, using the Unified Theory of Acceptance and Use of Technology, aims to investigate the antecedents and consequences of gamification's adoption intention by tourist organisations, and to examine the mediation effect of customer engagement. A quantitative method was employed using a survey to collect data from a random sample of relevant managers in travel agencies. Using structural equation modelling for data analysis, the findings revealed that tourism organisations have positive intentions to adopt gamification to increase customer engagement and to achieve tourist destinations' brand awareness and loyalty. Implications, limitations, and future research are also addressed.",2021,211,10.1016/j.jdmm.2021.100559,Abou-Shouk M.,Journal of Destination Marketing and Management,2-s2.0-85099626451,0.33542609205623863,34,5,0.10976519014885988
Gamification and service marketing,"Our paper addresses the development of the gamification concept with business applications. We report on our survey of customers and managers seeking to participate in gamification on their websites. We examined both customer and manager perspectives and compare survey results in terms of service marketing and characteristics of consumers who engage with gamification platforms. Our data supported a design theory delineating four key characteristics in gamification platforms that attract consumers toward an enterprise’s website. Those features attract individuals through (1) Progress Paths, (2) Feedback and Reward, (3) Social Connection, and (4) Attractiveness of the site. Results from the managers’ survey reflected key characteristics that must exist for implementation of a gamification platform. The data revealed a particular demographic profile of a gamification individual drawn to a website. These findings may help company managers who wish to adopt a gamification platform in the future.","['Customer service', 'Gamification', 'Service business', 'Technology in business']","['customer service', 'gamification', 'service business', 'technology in business']","Gamification and service marketing Our paper addresses the development of the gamification concept with business applications. We report on our survey of customers and managers seeking to participate in gamification on their websites. We examined both customer and manager perspectives and compare survey results in terms of service marketing and characteristics of consumers who engage with gamification platforms. Our data supported a design theory delineating four key characteristics in gamification platforms that attract consumers toward an enterprise’s website. Those features attract individuals through (1) Progress Paths, (2) Feedback and Reward, (3) Social Connection, and (4) Attractiveness of the site. Results from the managers’ survey reflected key characteristics that must exist for implementation of a gamification platform. The data revealed a particular demographic profile of a gamification individual drawn to a website. These findings may help company managers who wish to adopt a gamification platform in the future.",2014,104,10.1186/2193-1801-3-653,Conaway R.,Springerplus,2-s2.0-84919723190,0.3376402027049019,35,2,0.11364206469215632
Does gamification effect customer brand engagement and co-creation during pandemic? A moderated-mediation analysis,"While insight into gamification, customer brand engagement (CBE), and co-creation is rapidly increasing, little remains known about the relationship of these, and related concepts, as thus investigated in this study. Rooted in service-dominant logic and protection motivation theory-informed perspectives, this study develops and tests a model which investigates the effects of destination brand-based gamification on CBE, co-creation, loyalty and positive word-of-mouth (WOM) during pandemic. This study also investigates the potentially moderating role of protection motivation and psychological fear in affecting these associations. To explore these issues, we collected tourist-based survey data using PLS-SEM analysis. Our findings suggest that gamification positively impacts CBE, co-creation, loyalty and WOM. Second, our findings confirm the CBE’s differing effects on co-creation, loyalty and WOM. Third, results revealed the gamification’s indirect effect on co-creation, loyalty and WOM, as mediated through CBE. Further, findings verify a reciprocal relationship between loyalty and CBE, which has not been reported in existing studies. Finally, our analyses revealed a significant-positive moderating role of protection motivation and significant-negative moderating effect of psychological fear in proposed associations. This study offers key theoretical and practical implications to marketing literature with valuable suggestions for destination brand managers during pandemic.","['co-creation', 'customer brand engagement', 'Gamification', 'protection motivation', 'psychological fear']","['co-creation', 'customer brand engagement', 'gamification', 'protection motivation', 'psychological fear']","Does gamification effect customer brand engagement and co-creation during pandemic? A moderated-mediation analysis While insight into gamification, customer brand engagement (CBE), and co-creation is rapidly increasing, little remains known about the relationship of these, and related concepts, as thus investigated in this study. Rooted in service-dominant logic and protection motivation theory-informed perspectives, this study develops and tests a model which investigates the effects of destination brand-based gamification on CBE, co-creation, loyalty and positive word-of-mouth (WOM) during pandemic. This study also investigates the potentially moderating role of protection motivation and psychological fear in affecting these associations. To explore these issues, we collected tourist-based survey data using PLS-SEM analysis. Our findings suggest that gamification positively impacts CBE, co-creation, loyalty and WOM. Second, our findings confirm the CBE’s differing effects on co-creation, loyalty and WOM. Third, results revealed the gamification’s indirect effect on co-creation, loyalty and WOM, as mediated through CBE. Further, findings verify a reciprocal relationship between loyalty and CBE, which has not been reported in existing studies. Finally, our analyses revealed a significant-positive moderating role of protection motivation and significant-negative moderating effect of psychological fear in proposed associations. This study offers key theoretical and practical implications to marketing literature with valuable suggestions for destination brand managers during pandemic.",2023,31,10.1080/21639159.2022.2083000,Rather R.A.,Journal of Global Scholars of Marketing Science Bridging Asia and the World,2-s2.0-85150229771,0.33972536096016337,36,3,0.14556239338939148
Encouraging Sustainable Consumption through Gamification in a Branded App: A Study on Consumers’ Behavioral Perspective,"Gamification, an innovative tool for interacting with consumers that can be seen as a new trend in marketing, could enhance customer behavior, such as greater loyalty. This paper investigates the relationship between gamification, attitude, and customer behavioral intention. Using the Starbucks branded app as the tool, this study aims to identify the influencing factors of the app from a gamification perspective (achievement, challenge, rewards) on customer engagement, perceived playfulness, attitude, and behavior. The Technology Acceptance Model and Mechanics Dynamics Emotions were employed, using perceived playfulness as an intrinsic motivation of the Technology Acceptance Model. The subjects of this study were 581 customers in Taiwan who have used the Starbucks branded app. The primary data were gathered to test the hypothesis and propose a model. The findings showed that game elements have a positive influence on customer engagement and perceived playfulness. Gamification positively enhances customer engagement on the Starbucks branded app and creates joyful emotion and sustainable consumption. Thus, the game element positively affects subsequent behaviors, such as attitude and behavioral intention.","['attitude', 'behavioral intention', 'customer engagement', 'game element', 'perceived playfulness']","['attitude', 'behavioral intention', 'customer engagement', 'game element', 'perceived playfulness']","Encouraging Sustainable Consumption through Gamification in a Branded App: A Study on Consumers’ Behavioral Perspective Gamification, an innovative tool for interacting with consumers that can be seen as a new trend in marketing, could enhance customer behavior, such as greater loyalty. This paper investigates the relationship between gamification, attitude, and customer behavioral intention. Using the Starbucks branded app as the tool, this study aims to identify the influencing factors of the app from a gamification perspective (achievement, challenge, rewards) on customer engagement, perceived playfulness, attitude, and behavior. The Technology Acceptance Model and Mechanics Dynamics Emotions were employed, using perceived playfulness as an intrinsic motivation of the Technology Acceptance Model. The subjects of this study were 581 customers in Taiwan who have used the Starbucks branded app. The primary data were gathered to test the hypothesis and propose a model. The findings showed that game elements have a positive influence on customer engagement and perceived playfulness. Gamification positively enhances customer engagement on the Starbucks branded app and creates joyful emotion and sustainable consumption. Thus, the game element positively affects subsequent behaviors, such as attitude and behavioral intention.",2023,25,10.3390/su15010589,Lin C.W.,Sustainability Switzerland,2-s2.0-85145898390,0.3399629196017866,37,3,0.1547671438695417
The moderating effect of environmental gamification on the relationship between social media marketing and consumer-brand engagement: A case study of Ant Forest Gen Z users,"Social media marketing plays a relevant role in the brand promotion of enterprises owing to its advantages of rapid and diversified communication with consumers. The Chinese Internet enterprise Alipay launched Ant Forest as a mobile application with gamified social functions, bringing consumer-brand engagement. Ant Forest provides a variety of gamification functions (e.g. point, leaderboard, badge, task and teamwork) to encourage users to participate in environmental protection and public welfare activities. These gamification mechanisms, combined with the spread of social media, have realised the co-creation of user brand value. In the current study, 305 Gen Z users of Ant Forest were surveyed through an online questionnaire, and the data analysis was conducted using the partial least squares structural equation modelling (PLS-SEM) method. This study indicates that the four elements of entertainment, trendiness, customisation and word-of-mouth in social media marketing have statistically significant direct effects on the consumer-brand engagement in Ant Forest. In addition, gamification shows a significant positive moderating effect on the relationship between customisation and consumer-brand engagement and a significant negative moderating effect on the relationship between trendiness and consumer-brand engagement in Ant Forest. This study adds gamification to the conceptual system of social media marketing and provides suggestions for the development of gamified social media marketing applications.","['Ant forest', 'Consumer-brand engagement', 'Gamification', 'Social media marketing']","['ant forest', 'consumer-brand engagement', 'gamification', 'social media marketing']","The moderating effect of environmental gamification on the relationship between social media marketing and consumer-brand engagement: A case study of Ant Forest Gen Z users Social media marketing plays a relevant role in the brand promotion of enterprises owing to its advantages of rapid and diversified communication with consumers. The Chinese Internet enterprise Alipay launched Ant Forest as a mobile application with gamified social functions, bringing consumer-brand engagement. Ant Forest provides a variety of gamification functions (e.g. point, leaderboard, badge, task and teamwork) to encourage users to participate in environmental protection and public welfare activities. These gamification mechanisms, combined with the spread of social media, have realised the co-creation of user brand value. In the current study, 305 Gen Z users of Ant Forest were surveyed through an online questionnaire, and the data analysis was conducted using the partial least squares structural equation modelling (PLS-SEM) method. This study indicates that the four elements of entertainment, trendiness, customisation and word-of-mouth in social media marketing have statistically significant direct effects on the consumer-brand engagement in Ant Forest. In addition, gamification shows a significant positive moderating effect on the relationship between customisation and consumer-brand engagement and a significant negative moderating effect on the relationship between trendiness and consumer-brand engagement in Ant Forest. This study adds gamification to the conceptual system of social media marketing and provides suggestions for the development of gamified social media marketing applications.",2024,23,10.1016/j.heliyon.2024.e25948,Huang M.,Heliyon,2-s2.0-85187267418,0.3443043039865419,38,3,0.1893716479340024
